amr_id,task_id,sequence_order,segment_type,path_uid,sample_index,absolute_time,offset_time,x,y,theta,speed,footprint_radius
AMR1,T06,1,transition,vg::IN1__P2__path_1,52,5.2,5.2,4.4118,2.9612,-0.6176544000000005,1.0,0.25
AMR1,T06,1,transition,vg::IN1__P2__path_1,53,5.3,5.3,4.4442,2.8917999999999995,-0.9264816000000021,1.0,0.25
AMR1,T06,1,transition,vg::IN1__P2__path_1,54,5.4,5.4,4.4766,2.8224,-1.235308800000001,1.0,0.25
AMR1,T06,1,transition,vg::IN1__P2__path_1,55,5.5,5.5,4.509,2.753,-1.544136,1.0,0.25
AMR1,T06,1,transition,vg::IN1__P2__path_1,56,5.6,5.6,4.51172952853598,2.6529999999999996,-1.544136,1.0,0.25
AMR1,T06,1,transition,vg::IN1__P2__path_1,57,5.7,5.7,4.51445905707196,2.553,-1.544136,1.0,0.25
AMR1,T06,1,transition,vg::IN1__P2__path_1,58,5.8,5.8,4.51718858560794,2.452999999999999,-1.544136,1.0,0.25
AMR1,T06,1,transition,vg::IN1__P2__path_1,59,5.9,5.9,4.51991811414392,2.3529999999999993,-1.544136,1.0,0.25
AMR1,T06,1,transition,vg::IN1__P2__path_1,60,5.903,5.903,4.52,2.35,-1.544136,1.0,0.25
AMR1,T06,1,wait_at_pickup,stationary::P2,0,5.903,0.0,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,wait_at_pickup,stationary::P2,1,6.0,0.097,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,0,6.0,0.0,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,1,6.1,0.1,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,2,6.2,0.2,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,3,6.3,0.3,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,4,6.4,0.4,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,5,6.5,0.5,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,6,6.6,0.6,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,7,6.7,0.7,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,8,6.8,0.8,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,9,6.9,0.9,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,10,7.0,1.0,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,11,7.1,1.1,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,12,7.2,1.2,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,13,7.3,1.3,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,14,7.4,1.4,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,15,7.5,1.5,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,16,7.6,1.6,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,17,7.7,1.7,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,18,7.8,1.8,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,19,7.9,1.9,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,service_at_pickup,stationary::P2,20,8.0,2.0,4.55,2.35,1.570796,0.0,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,0,8.0,0.0,4.52,2.35,0.646513,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,1,8.1,0.1,4.591820001214406,2.4041800009161314,0.646513,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,2,8.2,0.2,4.663640002428813,2.458360001832262,0.646513,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,3,8.3,0.3,4.735460003643219,2.5125400027483935,0.646513,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,4,8.4,0.4,4.807280004857626,2.566720003664525,0.646513,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,5,8.5,0.5,4.879100006072032,2.620900004580656,0.646513,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,6,8.6,0.6,4.956360008528238,2.658920001807913,0.5947919481935399,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,7,8.7,0.7,5.040420009949611,2.676740002109232,0.4784196062257965,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,8,8.8,0.8,5.124480011370984,2.694560002410551,0.36204726425805317,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,9,8.9,0.9,5.208540012792358,2.7123800027118703,0.24567492229030985,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,10,9.0,1.0,5.29260001421373,2.730200003013189,0.12930258032256647,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,11,9.1,1.1,5.376660015635103,2.748020003314508,0.012930238354823098,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,12,9.2,1.2,5.466000018261752,2.75,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,13,9.3,1.3,5.556000019783565,2.75,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,14,9.4,1.4,5.646000021305378,2.75,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,15,9.5,1.5,5.73600002282719,2.75,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,16,9.6,1.6,5.826000024349003,2.75,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,17,9.7,1.7,5.916000025870815,2.75,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,18,9.8,1.8,6.006000027392628,2.75,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,19,9.9,1.9,6.096000028914441,2.75,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,20,10.0,2.0,6.1860000304362535,2.75,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,21,10.1,2.1,6.276000031958066,2.75,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,22,10.2,2.2,6.366000033479879,2.75,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,23,10.3,2.3,6.449700031851539,2.7753400126706125,0.06816589408457725,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,24,10.4,2.4,6.531600033236389,2.8079200132215085,0.1558077155665155,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,25,10.5,2.5,6.6135000346212385,2.8405000137724046,0.24344953704845335,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,26,10.6,2.6,6.695400036006088,2.873080014323301,0.33109135853039157,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,27,10.7,2.7,6.777300037390938,2.905660014874197,0.41873318001232984,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,28,10.8,2.8,6.858680037667908,2.9403600199418336,0.486899,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,29,10.9,2.9,6.93824003901319,2.982480020654042,0.486899,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,30,11.0,3.0,7.017800040358472,3.02460002136625,0.486899,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,31,11.1,3.1,7.097360041703754,3.0667200220784583,0.486899,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,32,11.2,3.2,7.176920043049037,3.1088400227906665,0.486899,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,33,11.3,3.3,7.25648004439432,3.150960023502875,0.486899,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,34,11.4,3.4,7.341920050810282,3.1692000036219143,0.4284710696141033,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,35,11.5,3.5,7.430300052304702,3.175500003728441,0.34082924813216553,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,36,11.6,3.6,7.518680053799121,3.181800003834968,0.2531874266502273,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,37,11.7,3.7,7.607060055293542,3.188100003941495,0.16554560516828914,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,38,11.8,3.8,7.6954400567879615,3.194400004048022,0.07790378368635098,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,39,11.9,3.9,7.784000059350694,3.2,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,40,12.0,4.0,7.874000060872507,3.2,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,41,12.1,4.1,7.9640000623943195,3.2,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,42,12.2,4.2,8.054000063916131,3.2,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,43,12.3,4.3,8.144000065437943,3.2,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,44,12.4,4.4,8.234000066959757,3.2,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,45,12.5,4.5,8.324000068481569,3.2,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,46,12.6,4.6,8.414000070003382,3.2,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,47,12.7,4.7,8.504000071525194,3.2,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,48,12.8,4.8,8.594000073047008,3.2,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,49,12.9,4.9,8.68400007456882,3.2,0.0,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,50,13.0,5.0,8.77400005174163,3.1999999459756503,-1.2882844282274082e-07,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,51,13.1,5.1,8.835200052776463,3.136099944895163,-0.15237841140501254,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,52,13.2,5.2,8.896400053811297,3.072199943814676,-0.3047566939815809,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,53,13.3,5.3,8.957600054846129,3.008299942734189,-0.45713497655815066,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,54,13.4,5.4,9.018800055880963,2.9443999416537023,-0.609513259134719,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,55,13.5,5.5,9.080000056915795,2.8804999405732152,-0.7618915417112874,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,56,13.6,5.6,9.14048005641664,2.8149999360838676,-0.846546,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,57,13.7,5.7,9.20006005742408,2.7474999349425087,-0.846546,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,58,13.8,5.8,9.25964005843152,2.679999933801149,-0.846546,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,59,13.9,5.9,9.31922005943896,2.6124999326597895,-0.846546,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,60,14.0,6.0,9.3788000604464,2.54499993151843,-0.846546,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,61,14.1,6.1,9.43838006145384,2.4774999303770704,-0.846546,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,62,14.2,6.2,9.498140159292044,2.4100965477071514,-0.846546,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,63,14.3,6.3,9.557922768998562,2.342705242219803,-0.846546,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,64,14.4,6.4,9.61770537870508,2.2753139367324557,-0.846546,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,65,14.5,6.5,9.677487988411599,2.207922631245108,-0.846546,0.9000000152181267,0.25
AMR1,T06,1,loaded,vg::P2__SORT1__path_1,66,14.571,6.571,9.72,2.16,-0.846546,0.9000000152181267,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,0,14.571,0.0,9.72,2.16,2.295046,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,1,14.671,0.1,9.6538,2.2348,2.295046,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,2,14.771,0.2,9.5876,2.3096,2.295046,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,3,14.871,0.3,9.5214,2.3844,2.295046,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,4,14.971,0.4,9.4552,2.4592,2.295046,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,5,15.071,0.5,9.389,2.534,2.295046,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,6,15.171,0.6,9.3226,2.609,2.295046,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,7,15.271,0.7,9.2562,2.6839999999999997,2.295046,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,8,15.371,0.8,9.1898,2.759,2.295046,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,9,15.471,0.9,9.1234,2.8339999999999996,2.295046,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,10,15.571,1.0,9.057,2.909,2.295046,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,11,15.671,1.1,8.9846,2.9746,2.397408,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,12,15.771,1.2,8.9122,3.0402,2.4997700000000003,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,13,15.871,1.3,8.8398,3.1058,2.602132,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,14,15.971,1.4,8.7674,3.1714,2.704494,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,15,16.071,1.5,8.695,3.237,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,16,16.171,1.6,8.6004,3.2698,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,17,16.271,1.7,8.5058,3.3026,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,18,16.371,1.8,8.4112,3.3354,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,19,16.471,1.9,8.3166,3.3682,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,20,16.571,2.0,8.222,3.401,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,21,16.671,2.1,8.1276,3.4337999999999997,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,22,16.771,2.2,8.033199999999999,3.4666,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,23,16.871,2.3,7.9388,3.4994,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,24,16.971,2.4,7.844399999999999,3.5322,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,25,17.071,2.5,7.75,3.565,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,26,17.171,2.6,7.6556,3.5978,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,27,17.271,2.7,7.5611999999999995,3.6306000000000003,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,28,17.371,2.8,7.466799999999999,3.6634,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,29,17.471,2.9,7.372399999999999,3.6962,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,30,17.571,3.0,7.278,3.729,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,31,17.671,3.1,7.183599999999999,3.762,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,32,17.771,3.2,7.0892,3.7950000000000004,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,33,17.871,3.3,6.9948,3.8280000000000003,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,34,17.971,3.4,6.900399999999999,3.861,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,35,18.071,3.5,6.806,3.894,2.806856,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,36,18.171,3.6,6.7097999999999995,3.9192,2.8511732,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,37,18.271,3.7,6.6136,3.9444,2.8954904,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,38,18.371,3.8,6.5174,3.9696,2.9398076,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,39,18.471,3.9,6.4212,3.9947999999999997,2.9841248,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,40,18.571,4.0,6.325,4.02,3.028442,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,41,18.671,4.1,6.2256,4.031199999999999,3.028442,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,42,18.771,4.2,6.1262,4.0424,3.028442,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,43,18.871,4.3,6.026800000000001,4.053599999999999,3.028442,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,44,18.971,4.4,5.9274,4.0648,3.028442,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,45,19.071,4.5,5.828,4.076,3.028442,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,46,19.171,4.6,5.728478468899521,4.087483253588516,3.028442,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,47,19.271,4.7,5.6289569377990425,4.098966507177034,3.028442,1.0,0.25
AMR1,T03,2,transition,vg::SORT1__P5__path_1,48,19.28,4.709,5.62,4.1,3.028442,1.0,0.25
AMR1,T03,2,service_at_pickup,stationary::P5,0,19.28,0.0,5.65,4.05,3.141593,0.0,0.25
AMR1,T03,2,service_at_pickup,stationary::P5,1,19.38,0.1,5.65,4.05,3.141593,0.0,0.25
AMR1,T03,2,service_at_pickup,stationary::P5,2,19.48,0.2,5.65,4.05,3.141593,0.0,0.25
AMR1,T03,2,service_at_pickup,stationary::P5,3,19.58,0.3,5.65,4.05,3.141593,0.0,0.25
AMR1,T03,2,service_at_pickup,stationary::P5,4,19.68,0.4,5.65,4.05,3.141593,0.0,0.25
AMR1,T03,2,service_at_pickup,stationary::P5,5,19.78,0.5,5.65,4.05,3.141593,0.0,0.25
AMR1,T03,2,service_at_pickup,stationary::P5,6,19.88,0.6,5.65,4.05,3.141593,0.0,0.25
AMR1,T03,2,service_at_pickup,stationary::P5,7,19.98,0.7,5.65,4.05,3.141593,0.0,0.25
AMR1,T03,2,service_at_pickup,stationary::P5,8,20.08,0.8,5.65,4.05,3.141593,0.0,0.25
AMR1,T03,2,service_at_pickup,stationary::P5,9,20.18,0.9,5.65,4.05,3.141593,0.0,0.25
AMR1,T03,2,service_at_pickup,stationary::P5,10,20.28,1.0,5.65,4.05,3.141593,0.0,0.25
AMR1,T03,2,service_at_pickup,stationary::P5,11,20.38,1.1,5.65,4.05,3.141593,0.0,0.25
AMR1,T03,2,service_at_pickup,stationary::P5,12,20.48,1.2,5.65,4.05,3.141593,0.0,0.25
AMR1,T03,2,service_at_pickup,stationary::P5,13,20.58,1.3,5.65,4.05,3.141593,0.0,0.25
AMR1,T03,2,service_at_pickup,stationary::P5,14,20.68,1.4,5.65,4.05,3.141593,0.0,0.25
