path_uid,from_node,to_node,path_id,rank_by_total,algorithm,node_sequence,edge_sequence,edge_occupancy_offset,node_occupancy_offset,distance,travel_time,turn_count,turn_cost,risk_cost,narrow_count,dynamic_count,lockable_count,bottleneck_capacity,total_cost
P9__P1__path_1,P9,P1,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,P9->P6->P3->P2->P1,e17->e12->e09->e08,e17@0-2;e12@2-4;e09@4-6;e08@6-8,P9@0;P6@2;P3@4;P2@6;P1@8,8.0,8.0,1,0.5,5.0,1,0,0,1,14.5
P9__P1__path_2,P9,P1,path_2,2,k_shortest_total,P9->P8->P7->P4->P1,e19->e18->e15->e10,e19@0-2;e18@2-4;e15@4-6;e10@6-8,P9@0;P8@2;P7@4;P4@6;P1@8,8.0,8.0,1,0.5,5.0,1,0,0,1,14.5
P9__P1__path_3,P9,P1,path_3,3,k_shortest_total,P9->P6->P5->P2->P1,e17->e14->e11->e08,e17@0-2;e14@2-4;e11@4-6;e08@6-8,P9@0;P6@2;P5@4;P2@6;P1@8,8.0,8.0,3,1.5,6.0,2,0,0,1,17.5
P9__P2__path_1,P9,P2,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,P9->P6->P3->P2,e17->e12->e09,e17@0-2;e12@2-4;e09@4-6,P9@0;P6@2;P3@4;P2@6,6.0,6.0,1,0.5,4.0,1,0,0,1,11.5
P9__P2__path_2,P9,P2,path_2,2,k_shortest_total,P9->P6->P5->P2,e17->e14->e11,e17@0-2;e14@2-4;e11@4-6,P9@0;P6@2;P5@4;P2@6,6.0,6.0,2,1.0,5.0,2,0,0,1,14.0
P9__P2__path_3,P9,P2,path_3,3,k_shortest_total,P9->P8->P5->P2,e19->e16->e11,e19@0-2;e16@2-4;e11@4-6,P9@0;P8@2;P5@4;P2@6,6.0,6.0,1,0.5,7.0,1,1,1,1,17.5
P9__P3__path_1,P9,P3,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,P9->P6->P3,e17->e12,e17@0-2;e12@2-4,P9@0;P6@2;P3@4,4.0,4.0,0,0.0,3.0,1,0,0,1,8.0
P9__P3__path_2,P9,P3,path_2,2,k_shortest_total,P9->P6->P5->P2->P3,e17->e14->e11->e09,e17@0-2;e14@2-4;e11@4-6;e09@6-8,P9@0;P6@2;P5@4;P2@6;P3@8,8.0,8.0,3,1.5,6.0,2,0,0,1,17.5
P9__P3__path_3,P9,P3,path_3,3,k_shortest_total,P9->P8->P5->P2->P3,e19->e16->e11->e09,e19@0-2;e16@2-4;e11@4-6;e09@6-8,P9@0;P8@2;P5@4;P2@6;P3@8,8.0,8.0,2,1.0,8.0,1,1,1,1,21.0
P9__P4__path_1,P9,P4,path_1,1,dijkstra_total+k_shortest_total,P9->P8->P7->P4,e19->e18->e15,e19@0-2;e18@2-4;e15@4-6,P9@0;P8@2;P7@4;P4@6,6.0,6.0,1,0.5,3.0,0,0,0,2,9.5
P9__P4__path_2,P9,P4,path_2,2,dijkstra_time+k_shortest_total,P9->P6->P5->P4,e17->e14->e13,e17@0-2;e14@2-4;e13@4-6,P9@0;P6@2;P5@4;P4@6,6.0,6.0,1,0.5,5.0,2,0,0,1,13.5
P9__P4__path_3,P9,P4,path_3,3,k_shortest_total,P9->P8->SORT1->P7->P4,e19->e21->e20->e15,e19@0-2;e21@2-5;e20@5-8;e15@8-10,P9@0;P8@2;SORT1@5;P7@8;P4@10,8.4,10.0,3,1.5,4.0,0,0,0,2,15.5
P9__P5__path_1,P9,P5,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,P9->P6->P5,e17->e14,e17@0-2;e14@2-4,P9@0;P6@2;P5@4,4.0,4.0,1,0.5,3.0,1,0,0,1,8.5
P9__P5__path_2,P9,P5,path_2,2,k_shortest_total,P9->P8->P5,e19->e16,e19@0-2;e16@2-4,P9@0;P8@2;P5@4,4.0,4.0,1,0.5,5.0,0,1,1,1,12.5
P9__P5__path_3,P9,P5,path_3,3,k_shortest_total,P9->P8->P7->P4->P5,e19->e18->e15->e13,e19@0-2;e18@2-4;e15@4-6;e13@6-8,P9@0;P8@2;P7@4;P4@6;P5@8,8.0,8.0,2,1.0,5.0,1,0,0,1,15.0
P9__P6__path_1,P9,P6,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,P9->P6,e17,e17@0-2,P9@0;P6@2,2.0,2.0,0,0.0,1.0,0,0,0,2,3.0
P9__P6__path_2,P9,P6,path_2,2,k_shortest_total,P9->P8->P5->P6,e19->e16->e14,e19@0-2;e16@2-4;e14@4-6,P9@0;P8@2;P5@4;P6@6,6.0,6.0,2,1.0,7.0,1,1,1,1,18.0
P9__P6__path_3,P9,P6,path_3,3,k_shortest_total,P9->P8->P7->P4->P5->P6,e19->e18->e15->e13->e14,e19@0-2;e18@2-4;e15@4-6;e13@6-8;e14@8-10,P9@0;P8@2;P7@4;P4@6;P5@8;P6@10,10.0,10.0,2,1.0,7.0,2,0,0,1,20.0
P9__P7__path_1,P9,P7,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,P9->P8->P7,e19->e18,e19@0-2;e18@2-4,P9@0;P8@2;P7@4,4.0,4.0,0,0.0,2.0,0,0,0,2,6.0
P9__P7__path_2,P9,P7,path_2,2,k_shortest_total,P9->SORT2->P8->P7,e23->e22->e18,e23@0-3;e22@3-6;e18@6-8,P9@0;SORT2@3;P8@6;P7@8,6.4,8.0,2,1.0,3.0,0,0,0,2,12.0
P9__P7__path_3,P9,P7,path_3,3,k_shortest_total,P9->P8->SORT1->P7,e19->e21->e20,e19@0-2;e21@2-5;e20@5-8,P9@0;P8@2;SORT1@5;P7@8,6.4,8.0,2,1.0,3.0,0,0,0,2,12.0
P9__P8__path_1,P9,P8,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,P9->P8,e19,e19@0-2,P9@0;P8@2,2.0,2.0,0,0.0,1.0,0,0,0,2,3.0
P9__P8__path_2,P9,P8,path_2,2,k_shortest_total,P9->SORT2->P8,e23->e22,e23@0-3;e22@3-6,P9@0;SORT2@3;P8@6,4.4,6.0,1,0.5,2.0,0,0,0,2,8.5
P9__P8__path_3,P9,P8,path_3,3,k_shortest_total,P9->P6->P5->P8,e17->e14->e16,e17@0-2;e14@2-4;e16@4-6,P9@0;P6@2;P5@4;P8@6,6.0,6.0,2,1.0,7.0,1,1,1,1,18.0
P9__SORT1__path_1,P9,SORT1,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,P9->P8->SORT1,e19->e21,e19@0-2;e21@2-5,P9@0;P8@2;SORT1@5,4.2,5.0,1,0.5,2.0,0,0,0,2,7.5
P9__SORT1__path_2,P9,SORT1,path_2,2,k_shortest_total,P9->P8->P7->SORT1,e19->e18->e20,e19@0-2;e18@2-4;e20@4-7,P9@0;P8@2;P7@4;SORT1@7,6.2,7.0,1,0.5,3.0,0,0,0,2,10.5
P9__SORT1__path_3,P9,SORT1,path_3,3,k_shortest_total,P9->SORT2->P8->SORT1,e23->e22->e21,e23@0-3;e22@3-6;e21@6-9,P9@0;SORT2@3;P8@6;SORT1@9,6.6,9.0,2,1.0,3.0,0,0,0,2,13.0
P9__SORT2__path_1,P9,SORT2,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,P9->SORT2,e23,e23@0-3,P9@0;SORT2@3,2.2,3.0,0,0.0,1.0,0,0,0,2,4.0
P9__SORT2__path_2,P9,SORT2,path_2,2,k_shortest_total,P9->P8->SORT2,e19->e22,e19@0-2;e22@2-5,P9@0;P8@2;SORT2@5,4.2,5.0,1,0.5,2.0,0,0,0,2,7.5
P9__SORT2__path_3,P9,SORT2,path_3,3,k_shortest_total,P9->P6->P5->P8->SORT2,e17->e14->e16->e22,e17@0-2;e14@2-4;e16@4-6;e22@6-9,P9@0;P6@2;P5@4;P8@6;SORT2@9,8.2,9.0,3,1.5,8.0,1,1,1,1,22.5
P9__OUT1__path_1,P9,OUT1,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,P9->P8->SORT1->OUT1,e19->e21->e24,e19@0-2;e21@2-5;e24@5-7,P9@0;P8@2;SORT1@5;OUT1@7,6.2,7.0,2,1.0,3.0,0,0,0,1,11.0
P9__OUT1__path_2,P9,OUT1,path_2,2,k_shortest_total,P9->P8->P7->SORT1->OUT1,e19->e18->e20->e24,e19@0-2;e18@2-4;e20@4-7;e24@7-9,P9@0;P8@2;P7@4;SORT1@7;OUT1@9,8.2,9.0,2,1.0,4.0,0,0,0,1,14.0
P9__OUT1__path_3,P9,OUT1,path_3,3,k_shortest_total,P9->SORT2->P8->SORT1->OUT1,e23->e22->e21->e24,e23@0-3;e22@3-6;e21@6-9;e24@9-11,P9@0;SORT2@3;P8@6;SORT1@9;OUT1@11,8.6,11.0,3,1.5,4.0,0,0,0,1,16.5
P9__OUT2__path_1,P9,OUT2,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,P9->SORT2->OUT2,e23->e25,e23@0-3;e25@3-5,P9@0;SORT2@3;OUT2@5,4.2,5.0,1,0.5,2.0,0,0,0,1,7.5
P9__OUT2__path_2,P9,OUT2,path_2,2,k_shortest_total,P9->P8->SORT2->OUT2,e19->e22->e25,e19@0-2;e22@2-5;e25@5-7,P9@0;P8@2;SORT2@5;OUT2@7,6.2,7.0,2,1.0,3.0,0,0,0,1,11.0
P9__OUT2__path_3,P9,OUT2,path_3,3,k_shortest_total,P9->P6->P5->P8->SORT2->OUT2,e17->e14->e16->e22->e25,e17@0-2;e14@2-4;e16@4-6;e22@6-9;e25@9-11,P9@0;P6@2;P5@4;P8@6;SORT2@9;OUT2@11,10.2,11.0,4,2.0,9.0,1,1,1,1,26.0
P9__CHG1__path_1,P9,CHG1,path_1,1,dijkstra_time+k_shortest_total,P9->P6->P3->J3->J2->J1->CHG1,e17->e12->e07->e04->e03->e26,e17@0-2;e12@2-4;e07@4-6;e04@6-8;e03@8-10;e26@10-12,P9@0;P6@2;P3@4;J3@6;J2@8;J1@10;CHG1@12,11.4,12.0,2,1.0,7.0,1,0,0,1,21.0
P9__CHG1__path_2,P9,CHG1,path_2,2,dijkstra_total+k_shortest_total,P9->P8->P7->P4->P1->J1->CHG1,e19->e18->e15->e10->e05->e26,e19@0-2;e18@2-4;e15@4-6;e10@6-8;e05@8-10;e26@10-12,P9@0;P8@2;P7@4;P4@6;P1@8;J1@10;CHG1@12,11.4,12.0,2,1.0,7.0,1,0,0,1,21.0
P9__CHG1__path_3,P9,CHG1,path_3,3,k_shortest_total,P9->P6->P3->P2->P1->J1->CHG1,e17->e12->e09->e08->e05->e26,e17@0-2;e12@2-4;e09@4-6;e08@6-8;e05@8-10;e26@10-12,P9@0;P6@2;P3@4;P2@6;P1@8;J1@10;CHG1@12,11.4,12.0,3,1.5,7.0,1,0,0,1,21.5
P9__CHG2__path_1,P9,CHG2,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,P9->P8->P7->CHG2,e19->e18->e27,e19@0-2;e18@2-4;e27@4-6,P9@0;P8@2;P7@4;CHG2@6,5.4,6.0,1,0.5,3.0,0,0,0,1,9.5
P9__CHG2__path_2,P9,CHG2,path_2,2,k_shortest_total,P9->SORT2->P8->P7->CHG2,e23->e22->e18->e27,e23@0-3;e22@3-6;e18@6-8;e27@8-10,P9@0;SORT2@3;P8@6;P7@8;CHG2@10,7.8,10.0,3,1.5,4.0,0,0,0,1,15.5
P9__CHG2__path_3,P9,CHG2,path_3,3,k_shortest_total,P9->P8->SORT1->P7->CHG2,e19->e21->e20->e27,e19@0-2;e21@2-5;e20@5-8;e27@8-10,P9@0;P8@2;SORT1@5;P7@8;CHG2@10,7.8,10.0,3,1.5,4.0,0,0,0,1,15.5
SORT1__IN1__path_1,SORT1,IN1,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT1->P7->P4->P1->J1->IN1,e20->e15->e10->e05->e01,e20@0-3;e15@3-5;e10@5-7;e05@7-9;e01@9-11,SORT1@0;P7@3;P4@5;P1@7;J1@9;IN1@11,10.2,11.0,1,0.5,6.0,1,0,0,1,18.5
SORT1__IN1__path_2,SORT1,IN1,path_2,2,k_shortest_total,SORT1->P8->P7->P4->P1->J1->IN1,e21->e18->e15->e10->e05->e01,e21@0-3;e18@3-5;e15@5-7;e10@7-9;e05@9-11;e01@11-13,SORT1@0;P8@3;P7@5;P4@7;P1@9;J1@11;IN1@13,12.2,13.0,2,1.0,7.0,1,0,0,1,22.0
SORT1__IN1__path_3,SORT1,IN1,path_3,3,k_shortest_total,SORT1->P7->P4->P5->P2->P1->J1->IN1,e20->e15->e13->e11->e08->e05->e01,e20@0-3;e15@3-5;e13@5-7;e11@7-9;e08@9-11;e05@11-13;e01@13-15,SORT1@0;P7@3;P4@5;P5@7;P2@9;P1@11;J1@13;IN1@15,14.2,15.0,5,2.5,9.0,2,0,0,1,28.5
SORT1__IN2__path_1,SORT1,IN2,path_1,1,dijkstra_total+k_shortest_total,SORT1->P8->P9->P6->P3->J3->IN2,e21->e19->e17->e12->e07->e02,e21@0-3;e19@3-5;e17@5-7;e12@7-9;e07@9-11;e02@11-13,SORT1@0;P8@3;P9@5;P6@7;P3@9;J3@11;IN2@13,12.2,13.0,2,1.0,7.0,1,0,0,1,22.0
SORT1__IN2__path_2,SORT1,IN2,path_2,2,k_shortest_total,SORT1->P7->P8->P9->P6->P3->J3->IN2,e20->e18->e19->e17->e12->e07->e02,e20@0-3;e18@3-5;e19@5-7;e17@7-9;e12@9-11;e07@11-13;e02@13-15,SORT1@0;P7@3;P8@5;P9@7;P6@9;P3@11;J3@13;IN2@15,14.2,15.0,2,1.0,8.0,1,0,0,1,25.0
SORT1__IN2__path_3,SORT1,IN2,path_3,3,k_shortest_total,SORT1->P7->P4->P1->J1->J2->J3->IN2,e20->e15->e10->e05->e03->e04->e02,e20@0-3;e15@3-5;e10@5-7;e05@7-9;e03@9-11;e04@11-13;e02@13-15,SORT1@0;P7@3;P4@5;P1@7;J1@9;J2@11;J3@13;IN2@15,14.2,15.0,3,1.5,8.0,1,0,0,1,25.5
SORT1__IN2__path_4,SORT1,IN2,path_4,4,dijkstra_time,SORT1->P8->P5->P2->J2->J3->IN2,e21->e16->e11->e06->e04->e02,e21@0-3;e16@3-5;e11@5-7;e06@7-9;e04@9-11;e02@11-13,SORT1@0;P8@3;P5@5;P2@7;J2@9;J3@11;IN2@13,12.2,13.0,3,1.5,11.0,2,1,1,1,30.5
SORT1__P1__path_1,SORT1,P1,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT1->P7->P4->P1,e20->e15->e10,e20@0-3;e15@3-5;e10@5-7,SORT1@0;P7@3;P4@5;P1@7,6.2,7.0,1,0.5,4.0,1,0,0,1,12.5
SORT1__P1__path_2,SORT1,P1,path_2,2,k_shortest_total,SORT1->P8->P7->P4->P1,e21->e18->e15->e10,e21@0-3;e18@3-5;e15@5-7;e10@7-9,SORT1@0;P8@3;P7@5;P4@7;P1@9,8.2,9.0,2,1.0,5.0,1,0,0,1,16.0
SORT1__P1__path_3,SORT1,P1,path_3,3,k_shortest_total,SORT1->P7->P4->P5->P2->P1,e20->e15->e13->e11->e08,e20@0-3;e15@3-5;e13@5-7;e11@7-9;e08@9-11,SORT1@0;P7@3;P4@5;P5@7;P2@9;P1@11,10.2,11.0,4,2.0,7.0,2,0,0,1,22.0
SORT1__P2__path_1,SORT1,P2,path_1,1,dijkstra_total+k_shortest_total,SORT1->P7->P4->P1->P2,e20->e15->e10->e08,e20@0-3;e15@3-5;e10@5-7;e08@7-9,SORT1@0;P7@3;P4@5;P1@7;P2@9,8.2,9.0,2,1.0,5.0,1,0,0,1,16.0
SORT1__P2__path_2,SORT1,P2,path_2,2,dijkstra_time+k_shortest_total,SORT1->P8->P5->P2,e21->e16->e11,e21@0-3;e16@3-5;e11@5-7,SORT1@0;P8@3;P5@5;P2@7,6.2,7.0,1,0.5,7.0,1,1,1,1,18.5
SORT1__P2__path_3,SORT1,P2,path_3,3,k_shortest_total,SORT1->P7->P4->P5->P2,e20->e15->e13->e11,e20@0-3;e15@3-5;e13@5-7;e11@7-9,SORT1@0;P7@3;P4@5;P5@7;P2@9,8.2,9.0,3,1.5,6.0,2,0,0,1,18.5
SORT1__P3__path_1,SORT1,P3,path_1,1,dijkstra_total+k_shortest_total,SORT1->P8->P9->P6->P3,e21->e19->e17->e12,e21@0-3;e19@3-5;e17@5-7;e12@7-9,SORT1@0;P8@3;P9@5;P6@7;P3@9,8.2,9.0,2,1.0,5.0,1,0,0,1,16.0
SORT1__P3__path_2,SORT1,P3,path_2,2,k_shortest_total,SORT1->P7->P4->P1->P2->P3,e20->e15->e10->e08->e09,e20@0-3;e15@3-5;e10@5-7;e08@7-9;e09@9-11,SORT1@0;P7@3;P4@5;P1@7;P2@9;P3@11,10.2,11.0,2,1.0,6.0,1,0,0,1,19.0
SORT1__P3__path_3,SORT1,P3,path_3,3,k_shortest_total,SORT1->P7->P8->P9->P6->P3,e20->e18->e19->e17->e12,e20@0-3;e18@3-5;e19@5-7;e17@7-9;e12@9-11,SORT1@0;P7@3;P8@5;P9@7;P6@9;P3@11,10.2,11.0,2,1.0,6.0,1,0,0,1,19.0
SORT1__P3__path_4,SORT1,P3,path_4,4,dijkstra_time,SORT1->P8->P5->P2->P3,e21->e16->e11->e09,e21@0-3;e16@3-5;e11@5-7;e09@7-9,SORT1@0;P8@3;P5@5;P2@7;P3@9,8.2,9.0,2,1.0,8.0,1,1,1,1,22.0
SORT1__P4__path_1,SORT1,P4,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT1->P7->P4,e20->e15,e20@0-3;e15@3-5,SORT1@0;P7@3;P4@5,4.2,5.0,1,0.5,2.0,0,0,0,2,7.5
SORT1__P4__path_2,SORT1,P4,path_2,2,k_shortest_total,SORT1->P8->P7->P4,e21->e18->e15,e21@0-3;e18@3-5;e15@5-7,SORT1@0;P8@3;P7@5;P4@7,6.2,7.0,2,1.0,3.0,0,0,0,2,11.0
SORT1__P4__path_3,SORT1,P4,path_3,3,k_shortest_total,SORT1->P8->P5->P4,e21->e16->e13,e21@0-3;e16@3-5;e13@5-7,SORT1@0;P8@3;P5@5;P4@7,6.2,7.0,2,1.0,7.0,1,1,1,1,19.0
SORT1__P5__path_1,SORT1,P5,path_1,1,dijkstra_total+k_shortest_total,SORT1->P7->P4->P5,e20->e15->e13,e20@0-3;e15@3-5;e13@5-7,SORT1@0;P7@3;P4@5;P5@7,6.2,7.0,2,1.0,4.0,1,0,0,1,13.0
SORT1__P5__path_2,SORT1,P5,path_2,2,dijkstra_time+k_shortest_total,SORT1->P8->P5,e21->e16,e21@0-3;e16@3-5,SORT1@0;P8@3;P5@5,4.2,5.0,1,0.5,5.0,0,1,1,1,13.5
SORT1__P5__path_3,SORT1,P5,path_3,3,k_shortest_total,SORT1->P8->P7->P4->P5,e21->e18->e15->e13,e21@0-3;e18@3-5;e15@5-7;e13@7-9,SORT1@0;P8@3;P7@5;P4@7;P5@9,8.2,9.0,3,1.5,5.0,1,0,0,1,16.5
SORT1__P6__path_1,SORT1,P6,path_1,1,dijkstra_total+k_shortest_total,SORT1->P8->P9->P6,e21->e19->e17,e21@0-3;e19@3-5;e17@5-7,SORT1@0;P8@3;P9@5;P6@7,6.2,7.0,2,1.0,3.0,0,0,0,2,11.0
SORT1__P6__path_2,SORT1,P6,path_2,2,k_shortest_total,SORT1->P7->P8->P9->P6,e20->e18->e19->e17,e20@0-3;e18@3-5;e19@5-7;e17@7-9,SORT1@0;P7@3;P8@5;P9@7;P6@9,8.2,9.0,2,1.0,4.0,0,0,0,2,14.0
SORT1__P6__path_3,SORT1,P6,path_3,3,k_shortest_total,SORT1->P8->SORT2->P9->P6,e21->e22->e23->e17,e21@0-3;e22@3-6;e23@6-9;e17@9-11,SORT1@0;P8@3;SORT2@6;P9@9;P6@11,8.6,11.0,3,1.5,4.0,0,0,0,2,16.5
SORT1__P6__path_4,SORT1,P6,path_4,4,dijkstra_time,SORT1->P8->P5->P6,e21->e16->e14,e21@0-3;e16@3-5;e14@5-7,SORT1@0;P8@3;P5@5;P6@7,6.2,7.0,2,1.0,7.0,1,1,1,1,19.0
SORT1__P7__path_1,SORT1,P7,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT1->P7,e20,e20@0-3,SORT1@0;P7@3,2.2,3.0,0,0.0,1.0,0,0,0,2,4.0
SORT1__P7__path_2,SORT1,P7,path_2,2,k_shortest_total,SORT1->P8->P7,e21->e18,e21@0-3;e18@3-5,SORT1@0;P8@3;P7@5,4.2,5.0,1,0.5,2.0,0,0,0,2,7.5
SORT1__P7__path_3,SORT1,P7,path_3,3,k_shortest_total,SORT1->P8->P5->P4->P7,e21->e16->e13->e15,e21@0-3;e16@3-5;e13@5-7;e15@7-9,SORT1@0;P8@3;P5@5;P4@7;P7@9,8.2,9.0,3,1.5,8.0,1,1,1,1,22.5
SORT1__P8__path_1,SORT1,P8,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT1->P8,e21,e21@0-3,SORT1@0;P8@3,2.2,3.0,0,0.0,1.0,0,0,0,2,4.0
SORT1__P8__path_2,SORT1,P8,path_2,2,k_shortest_total,SORT1->P7->P8,e20->e18,e20@0-3;e18@3-5,SORT1@0;P7@3;P8@5,4.2,5.0,1,0.5,2.0,0,0,0,2,7.5
SORT1__P8__path_3,SORT1,P8,path_3,3,k_shortest_total,SORT1->P7->P4->P5->P8,e20->e15->e13->e16,e20@0-3;e15@3-5;e13@5-7;e16@7-9,SORT1@0;P7@3;P4@5;P5@7;P8@9,8.2,9.0,3,1.5,8.0,1,1,1,1,22.5
SORT1__P9__path_1,SORT1,P9,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT1->P8->P9,e21->e19,e21@0-3;e19@3-5,SORT1@0;P8@3;P9@5,4.2,5.0,1,0.5,2.0,0,0,0,2,7.5
SORT1__P9__path_2,SORT1,P9,path_2,2,k_shortest_total,SORT1->P7->P8->P9,e20->e18->e19,e20@0-3;e18@3-5;e19@5-7,SORT1@0;P7@3;P8@5;P9@7,6.2,7.0,1,0.5,3.0,0,0,0,2,10.5
SORT1__P9__path_3,SORT1,P9,path_3,3,k_shortest_total,SORT1->P8->SORT2->P9,e21->e22->e23,e21@0-3;e22@3-6;e23@6-9,SORT1@0;P8@3;SORT2@6;P9@9,6.6,9.0,2,1.0,3.0,0,0,0,2,13.0
SORT1__SORT2__path_1,SORT1,SORT2,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT1->P8->SORT2,e21->e22,e21@0-3;e22@3-6,SORT1@0;P8@3;SORT2@6,4.4,6.0,1,0.5,2.0,0,0,0,2,8.5
SORT1__SORT2__path_2,SORT1,SORT2,path_2,2,k_shortest_total,SORT1->P7->P8->SORT2,e20->e18->e22,e20@0-3;e18@3-5;e22@5-8,SORT1@0;P7@3;P8@5;SORT2@8,6.4,8.0,2,1.0,3.0,0,0,0,2,12.0
SORT1__SORT2__path_3,SORT1,SORT2,path_3,3,k_shortest_total,SORT1->P8->P9->SORT2,e21->e19->e23,e21@0-3;e19@3-5;e23@5-8,SORT1@0;P8@3;P9@5;SORT2@8,6.4,8.0,2,1.0,3.0,0,0,0,2,12.0
SORT1__OUT1__path_1,SORT1,OUT1,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT1->OUT1,e24,e24@0-2,SORT1@0;OUT1@2,2.0,2.0,0,0.0,1.0,0,0,0,1,3.0
SORT1__OUT2__path_1,SORT1,OUT2,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT1->P8->SORT2->OUT2,e21->e22->e25,e21@0-3;e22@3-6;e25@6-8,SORT1@0;P8@3;SORT2@6;OUT2@8,6.4,8.0,2,1.0,3.0,0,0,0,1,12.0
SORT1__OUT2__path_2,SORT1,OUT2,path_2,2,k_shortest_total,SORT1->P7->P8->SORT2->OUT2,e20->e18->e22->e25,e20@0-3;e18@3-5;e22@5-8;e25@8-10,SORT1@0;P7@3;P8@5;SORT2@8;OUT2@10,8.4,10.0,3,1.5,4.0,0,0,0,1,15.5
SORT1__OUT2__path_3,SORT1,OUT2,path_3,3,k_shortest_total,SORT1->P8->P9->SORT2->OUT2,e21->e19->e23->e25,e21@0-3;e19@3-5;e23@5-8;e25@8-10,SORT1@0;P8@3;P9@5;SORT2@8;OUT2@10,8.4,10.0,3,1.5,4.0,0,0,0,1,15.5
SORT1__CHG1__path_1,SORT1,CHG1,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT1->P7->P4->P1->J1->CHG1,e20->e15->e10->e05->e26,e20@0-3;e15@3-5;e10@5-7;e05@7-9;e26@9-11,SORT1@0;P7@3;P4@5;P1@7;J1@9;CHG1@11,9.6,11.0,2,1.0,6.0,1,0,0,1,19.0
SORT1__CHG1__path_2,SORT1,CHG1,path_2,2,k_shortest_total,SORT1->P8->P7->P4->P1->J1->CHG1,e21->e18->e15->e10->e05->e26,e21@0-3;e18@3-5;e15@5-7;e10@7-9;e05@9-11;e26@11-13,SORT1@0;P8@3;P7@5;P4@7;P1@9;J1@11;CHG1@13,11.6,13.0,3,1.5,7.0,1,0,0,1,22.5
SORT1__CHG1__path_3,SORT1,CHG1,path_3,3,k_shortest_total,SORT1->P7->P4->P5->P2->P1->J1->CHG1,e20->e15->e13->e11->e08->e05->e26,e20@0-3;e15@3-5;e13@5-7;e11@7-9;e08@9-11;e05@11-13;e26@13-15,SORT1@0;P7@3;P4@5;P5@7;P2@9;P1@11;J1@13;CHG1@15,13.6,15.0,6,3.0,9.0,2,0,0,1,29.0
SORT1__CHG2__path_1,SORT1,CHG2,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,SORT1->P7->CHG2,e20->e27,e20@0-3;e27@3-5,SORT1@0;P7@3;CHG2@5,3.6,5.0,1,0.5,2.0,0,0,0,1,7.5
SORT1__CHG2__path_2,SORT1,CHG2,path_2,2,k_shortest_total,SORT1->P8->P7->CHG2,e21->e18->e27,e21@0-3;e18@3-5;e27@5-7,SORT1@0;P8@3;P7@5;CHG2@7,5.6,7.0,2,1.0,3.0,0,0,0,1,11.0
SORT1__CHG2__path_3,SORT1,CHG2,path_3,3,k_shortest_total,SORT1->P8->P5->P4->P7->CHG2,e21->e16->e13->e15->e27,e21@0-3;e16@3-5;e13@5-7;e15@7-9;e27@9-11,SORT1@0;P8@3;P5@5;P4@7;P7@9;CHG2@11,9.6,11.0,4,2.0,9.0,1,1,1,1,26.0
SORT2__IN1__path_1,SORT2,IN1,path_1,1,dijkstra_total+k_shortest_total,SORT2->P8->P7->P4->P1->J1->IN1,e22->e18->e15->e10->e05->e01,e22@0-3;e18@3-5;e15@5-7;e10@7-9;e05@9-11;e01@11-13,SORT2@0;P8@3;P7@5;P4@7;P1@9;J1@11;IN1@13,12.2,13.0,2,1.0,7.0,1,0,0,1,22.0
SORT2__IN1__path_2,SORT2,IN1,path_2,2,k_shortest_total,SORT2->P9->P8->P7->P4->P1->J1->IN1,e23->e19->e18->e15->e10->e05->e01,e23@0-3;e19@3-5;e18@5-7;e15@7-9;e10@9-11;e05@11-13;e01@13-15,SORT2@0;P9@3;P8@5;P7@7;P4@9;P1@11;J1@13;IN1@15,14.2,15.0,2,1.0,8.0,1,0,0,1,25.0
SORT2__IN1__path_3,SORT2,IN1,path_3,3,k_shortest_total,SORT2->P9->P6->P3->J3->J2->J1->IN1,e23->e17->e12->e07->e04->e03->e01,e23@0-3;e17@3-5;e12@5-7;e07@7-9;e04@9-11;e03@11-13;e01@13-15,SORT2@0;P9@3;P6@5;P3@7;J3@9;J2@11;J1@13;IN1@15,14.2,15.0,3,1.5,8.0,1,0,0,1,25.5
