path_uid,from_node,to_node,path_id,rank_by_total,algorithm,node_sequence,edge_sequence,edge_occupancy_offset,node_occupancy_offset,distance,travel_time,turn_count,turn_cost,risk_cost,narrow_count,dynamic_count,lockable_count,bottleneck_capacity,total_cost
CHG1__OUT1__path_1,CHG1,OUT1,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG1->J1->P1->P4->P7->SORT1->OUT1,e26->e05->e10->e15->e20->e24,e26@0-2;e05@2-4;e10@4-6;e15@6-8;e20@8-11;e24@11-13,CHG1@0;J1@2;P1@4;P4@6;P7@8;SORT1@11;OUT1@13,11.6,13.0,3,1.5,7.0,1,0,0,1,22.5
CHG1__OUT1__path_2,CHG1,OUT1,path_2,2,k_shortest_total,CHG1->J1->P1->P4->P7->P8->SORT1->OUT1,e26->e05->e10->e15->e18->e21->e24,e26@0-2;e05@2-4;e10@4-6;e15@6-8;e18@8-10;e21@10-13;e24@13-15,CHG1@0;J1@2;P1@4;P4@6;P7@8;P8@10;SORT1@13;OUT1@15,13.6,15.0,4,2.0,8.0,1,0,0,1,26.0
CHG1__OUT1__path_3,CHG1,OUT1,path_3,3,k_shortest_total,CHG1->J1->J2->P2->P1->P4->P7->SORT1->OUT1,e26->e03->e06->e08->e10->e15->e20->e24,e26@0-2;e03@2-4;e06@4-6;e08@6-8;e10@8-10;e15@10-12;e20@12-15;e24@15-17,CHG1@0;J1@2;J2@4;P2@6;P1@8;P4@10;P7@12;SORT1@15;OUT1@17,15.6,17.0,6,3.0,10.0,2,0,0,1,32.0
CHG1__OUT2__path_1,CHG1,OUT2,path_1,1,dijkstra_total+k_shortest_total,CHG1->J1->P1->P4->P7->P8->SORT2->OUT2,e26->e05->e10->e15->e18->e22->e25,e26@0-2;e05@2-4;e10@4-6;e15@6-8;e18@8-10;e22@10-13;e25@13-15,CHG1@0;J1@2;P1@4;P4@6;P7@8;P8@10;SORT2@13;OUT2@15,13.6,15.0,4,2.0,8.0,1,0,0,1,26.0
CHG1__OUT2__path_2,CHG1,OUT2,path_2,2,k_shortest_total,CHG1->J1->J2->J3->P3->P6->P9->SORT2->OUT2,e26->e03->e04->e07->e12->e17->e23->e25,e26@0-2;e03@2-4;e04@4-6;e07@6-8;e12@8-10;e17@10-12;e23@12-15;e25@15-17,CHG1@0;J1@2;J2@4;J3@6;P3@8;P6@10;P9@12;SORT2@15;OUT2@17,15.6,17.0,4,2.0,9.0,1,0,0,1,29.0
CHG1__OUT2__path_3,CHG1,OUT2,path_3,3,k_shortest_total,CHG1->J1->P1->P2->P3->P6->P9->SORT2->OUT2,e26->e05->e08->e09->e12->e17->e23->e25,e26@0-2;e05@2-4;e08@4-6;e09@6-8;e12@8-10;e17@10-12;e23@12-15;e25@15-17,CHG1@0;J1@2;P1@4;P2@6;P3@8;P6@10;P9@12;SORT2@15;OUT2@17,15.6,17.0,5,2.5,9.0,1,0,0,1,29.5
CHG1__OUT2__path_4,CHG1,OUT2,path_4,4,dijkstra_time,CHG1->J1->J2->P2->P5->P8->SORT2->OUT2,e26->e03->e06->e11->e16->e22->e25,e26@0-2;e03@2-4;e06@4-6;e11@6-8;e16@8-10;e22@10-13;e25@13-15,CHG1@0;J1@2;J2@4;P2@6;P5@8;P8@10;SORT2@13;OUT2@15,13.6,15.0,4,2.0,12.0,2,1,1,1,34.0
CHG1__CHG2__path_1,CHG1,CHG2,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG1->J1->P1->P4->P7->CHG2,e26->e05->e10->e15->e27,e26@0-2;e05@2-4;e10@4-6;e15@6-8;e27@8-10,CHG1@0;J1@2;P1@4;P4@6;P7@8;CHG2@10,8.8,10.0,2,1.0,6.0,1,0,0,1,18.0
CHG1__CHG2__path_2,CHG1,CHG2,path_2,2,k_shortest_total,CHG1->J1->J2->P2->P1->P4->P7->CHG2,e26->e03->e06->e08->e10->e15->e27,e26@0-2;e03@2-4;e06@4-6;e08@6-8;e10@8-10;e15@10-12;e27@12-14,CHG1@0;J1@2;J2@4;P2@6;P1@8;P4@10;P7@12;CHG2@14,12.8,14.0,5,2.5,9.0,2,0,0,1,27.5
CHG1__CHG2__path_3,CHG1,CHG2,path_3,3,k_shortest_total,CHG1->J1->P1->P2->P5->P4->P7->CHG2,e26->e05->e08->e11->e13->e15->e27,e26@0-2;e05@2-4;e08@4-6;e11@6-8;e13@8-10;e15@10-12;e27@12-14,CHG1@0;J1@2;P1@4;P2@6;P5@8;P4@10;P7@12;CHG2@14,12.8,14.0,6,3.0,9.0,2,0,0,1,28.0
CHG2__IN1__path_1,CHG2,IN1,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG2->P7->P4->P1->J1->IN1,e27->e15->e10->e05->e01,e27@0-2;e15@2-4;e10@4-6;e05@6-8;e01@8-10,CHG2@0;P7@2;P4@4;P1@6;J1@8;IN1@10,9.4,10.0,1,0.5,6.0,1,0,0,1,17.5
CHG2__IN1__path_2,CHG2,IN1,path_2,2,k_shortest_total,CHG2->P7->P4->P5->P2->P1->J1->IN1,e27->e15->e13->e11->e08->e05->e01,e27@0-2;e15@2-4;e13@4-6;e11@6-8;e08@8-10;e05@10-12;e01@12-14,CHG2@0;P7@2;P4@4;P5@6;P2@8;P1@10;J1@12;IN1@14,13.4,14.0,5,2.5,9.0,2,0,0,1,27.5
CHG2__IN1__path_3,CHG2,IN1,path_3,3,k_shortest_total,CHG2->P7->P4->P1->P2->J2->J1->IN1,e27->e15->e10->e08->e06->e03->e01,e27@0-2;e15@2-4;e10@4-6;e08@6-8;e06@8-10;e03@10-12;e01@12-14,CHG2@0;P7@2;P4@4;P1@6;P2@8;J2@10;J1@12;IN1@14,13.4,14.0,5,2.5,9.0,2,0,0,1,27.5
CHG2__IN2__path_1,CHG2,IN2,path_1,1,k_shortest_total,CHG2->P7->P8->P9->P6->P3->J3->IN2,e27->e18->e19->e17->e12->e07->e02,e27@0-2;e18@2-4;e19@4-6;e17@6-8;e12@8-10;e07@10-12;e02@12-14,CHG2@0;P7@2;P8@4;P9@6;P6@8;P3@10;J3@12;IN2@14,13.4,14.0,2,1.0,8.0,1,0,0,1,24.0
CHG2__IN2__path_2,CHG2,IN2,path_2,2,dijkstra_time+dijkstra_total+k_shortest_total,CHG2->P7->P4->P1->J1->J2->J3->IN2,e27->e15->e10->e05->e03->e04->e02,e27@0-2;e15@2-4;e10@4-6;e05@6-8;e03@8-10;e04@10-12;e02@12-14,CHG2@0;P7@2;P4@4;P1@6;J1@8;J2@10;J3@12;IN2@14,13.4,14.0,3,1.5,8.0,1,0,0,1,24.5
CHG2__IN2__path_3,CHG2,IN2,path_3,3,k_shortest_total,CHG2->P7->P4->P1->P2->P3->J3->IN2,e27->e15->e10->e08->e09->e07->e02,e27@0-2;e15@2-4;e10@4-6;e08@6-8;e09@8-10;e07@10-12;e02@12-14,CHG2@0;P7@2;P4@4;P1@6;P2@8;P3@10;J3@12;IN2@14,13.4,14.0,3,1.5,8.0,1,0,0,1,24.5
CHG2__P1__path_1,CHG2,P1,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG2->P7->P4->P1,e27->e15->e10,e27@0-2;e15@2-4;e10@4-6,CHG2@0;P7@2;P4@4;P1@6,5.4,6.0,1,0.5,4.0,1,0,0,1,11.5
CHG2__P1__path_2,CHG2,P1,path_2,2,k_shortest_total,CHG2->P7->P4->P5->P2->P1,e27->e15->e13->e11->e08,e27@0-2;e15@2-4;e13@4-6;e11@6-8;e08@8-10,CHG2@0;P7@2;P4@4;P5@6;P2@8;P1@10,9.4,10.0,4,2.0,7.0,2,0,0,1,21.0
CHG2__P1__path_3,CHG2,P1,path_3,3,k_shortest_total,CHG2->P7->P8->P5->P2->P1,e27->e18->e16->e11->e08,e27@0-2;e18@2-4;e16@4-6;e11@6-8;e08@8-10,CHG2@0;P7@2;P8@4;P5@6;P2@8;P1@10,9.4,10.0,3,1.5,9.0,1,1,1,1,24.5
CHG2__P2__path_1,CHG2,P2,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG2->P7->P4->P1->P2,e27->e15->e10->e08,e27@0-2;e15@2-4;e10@4-6;e08@6-8,CHG2@0;P7@2;P4@4;P1@6;P2@8,7.4,8.0,2,1.0,5.0,1,0,0,1,15.0
CHG2__P2__path_2,CHG2,P2,path_2,2,k_shortest_total,CHG2->P7->P4->P5->P2,e27->e15->e13->e11,e27@0-2;e15@2-4;e13@4-6;e11@6-8,CHG2@0;P7@2;P4@4;P5@6;P2@8,7.4,8.0,3,1.5,6.0,2,0,0,1,17.5
CHG2__P2__path_3,CHG2,P2,path_3,3,k_shortest_total,CHG2->P7->P8->P5->P2,e27->e18->e16->e11,e27@0-2;e18@2-4;e16@4-6;e11@6-8,CHG2@0;P7@2;P8@4;P5@6;P2@8,7.4,8.0,2,1.0,8.0,1,1,1,1,21.0
CHG2__P3__path_1,CHG2,P3,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG2->P7->P4->P1->P2->P3,e27->e15->e10->e08->e09,e27@0-2;e15@2-4;e10@4-6;e08@6-8;e09@8-10,CHG2@0;P7@2;P4@4;P1@6;P2@8;P3@10,9.4,10.0,2,1.0,6.0,1,0,0,1,18.0
CHG2__P3__path_2,CHG2,P3,path_2,2,k_shortest_total,CHG2->P7->P8->P9->P6->P3,e27->e18->e19->e17->e12,e27@0-2;e18@2-4;e19@4-6;e17@6-8;e12@8-10,CHG2@0;P7@2;P8@4;P9@6;P6@8;P3@10,9.4,10.0,2,1.0,6.0,1,0,0,1,18.0
CHG2__P3__path_3,CHG2,P3,path_3,3,k_shortest_total,CHG2->P7->P4->P5->P2->P3,e27->e15->e13->e11->e09,e27@0-2;e15@2-4;e13@4-6;e11@6-8;e09@8-10,CHG2@0;P7@2;P4@4;P5@6;P2@8;P3@10,9.4,10.0,4,2.0,7.0,2,0,0,1,21.0
CHG2__P4__path_1,CHG2,P4,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG2->P7->P4,e27->e15,e27@0-2;e15@2-4,CHG2@0;P7@2;P4@4,3.4,4.0,1,0.5,2.0,0,0,0,1,6.5
CHG2__P4__path_2,CHG2,P4,path_2,2,k_shortest_total,CHG2->P7->P8->P5->P4,e27->e18->e16->e13,e27@0-2;e18@2-4;e16@4-6;e13@6-8,CHG2@0;P7@2;P8@4;P5@6;P4@8,7.4,8.0,3,1.5,8.0,1,1,1,1,21.5
CHG2__P4__path_3,CHG2,P4,path_3,3,k_shortest_total,CHG2->P7->P8->P9->P6->P5->P4,e27->e18->e19->e17->e14->e13,e27@0-2;e18@2-4;e19@4-6;e17@6-8;e14@8-10;e13@10-12,CHG2@0;P7@2;P8@4;P9@6;P6@8;P5@10;P4@12,11.4,12.0,3,1.5,8.0,2,0,0,1,23.5
CHG2__P5__path_1,CHG2,P5,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG2->P7->P4->P5,e27->e15->e13,e27@0-2;e15@2-4;e13@4-6,CHG2@0;P7@2;P4@4;P5@6,5.4,6.0,2,1.0,4.0,1,0,0,1,12.0
CHG2__P5__path_2,CHG2,P5,path_2,2,k_shortest_total,CHG2->P7->P8->P5,e27->e18->e16,e27@0-2;e18@2-4;e16@4-6,CHG2@0;P7@2;P8@4;P5@6,5.4,6.0,2,1.0,6.0,0,1,1,1,16.0
CHG2__P5__path_3,CHG2,P5,path_3,3,k_shortest_total,CHG2->P7->P8->P9->P6->P5,e27->e18->e19->e17->e14,e27@0-2;e18@2-4;e19@4-6;e17@6-8;e14@8-10,CHG2@0;P7@2;P8@4;P9@6;P6@8;P5@10,9.4,10.0,3,1.5,6.0,1,0,0,1,18.5
CHG2__P6__path_1,CHG2,P6,path_1,1,dijkstra_total+k_shortest_total,CHG2->P7->P8->P9->P6,e27->e18->e19->e17,e27@0-2;e18@2-4;e19@4-6;e17@6-8,CHG2@0;P7@2;P8@4;P9@6;P6@8,7.4,8.0,2,1.0,4.0,0,0,0,1,13.0
CHG2__P6__path_2,CHG2,P6,path_2,2,dijkstra_time+k_shortest_total,CHG2->P7->P4->P5->P6,e27->e15->e13->e14,e27@0-2;e15@2-4;e13@4-6;e14@6-8,CHG2@0;P7@2;P4@4;P5@6;P6@8,7.4,8.0,2,1.0,6.0,2,0,0,1,17.0
CHG2__P6__path_3,CHG2,P6,path_3,3,k_shortest_total,CHG2->P7->P8->SORT2->P9->P6,e27->e18->e22->e23->e17,e27@0-2;e18@2-4;e22@4-7;e23@7-10;e17@10-12,CHG2@0;P7@2;P8@4;SORT2@7;P9@10;P6@12,9.8,12.0,4,2.0,5.0,0,0,0,1,19.0
CHG2__P7__path_1,CHG2,P7,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG2->P7,e27,e27@0-2,CHG2@0;P7@2,1.4,2.0,0,0.0,1.0,0,0,0,1,3.0
CHG2__P8__path_1,CHG2,P8,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG2->P7->P8,e27->e18,e27@0-2;e18@2-4,CHG2@0;P7@2;P8@4,3.4,4.0,1,0.5,2.0,0,0,0,1,6.5
CHG2__P8__path_2,CHG2,P8,path_2,2,k_shortest_total,CHG2->P7->SORT1->P8,e27->e20->e21,e27@0-2;e20@2-5;e21@5-8,CHG2@0;P7@2;SORT1@5;P8@8,5.8,8.0,2,1.0,3.0,0,0,0,1,12.0
CHG2__P8__path_3,CHG2,P8,path_3,3,k_shortest_total,CHG2->P7->P4->P5->P8,e27->e15->e13->e16,e27@0-2;e15@2-4;e13@4-6;e16@6-8,CHG2@0;P7@2;P4@4;P5@6;P8@8,7.4,8.0,3,1.5,8.0,1,1,1,1,21.5
CHG2__P9__path_1,CHG2,P9,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG2->P7->P8->P9,e27->e18->e19,e27@0-2;e18@2-4;e19@4-6,CHG2@0;P7@2;P8@4;P9@6,5.4,6.0,1,0.5,3.0,0,0,0,1,9.5
CHG2__P9__path_2,CHG2,P9,path_2,2,k_shortest_total,CHG2->P7->SORT1->P8->P9,e27->e20->e21->e19,e27@0-2;e20@2-5;e21@5-8;e19@8-10,CHG2@0;P7@2;SORT1@5;P8@8;P9@10,7.8,10.0,3,1.5,4.0,0,0,0,1,15.5
CHG2__P9__path_3,CHG2,P9,path_3,3,k_shortest_total,CHG2->P7->P8->SORT2->P9,e27->e18->e22->e23,e27@0-2;e18@2-4;e22@4-7;e23@7-10,CHG2@0;P7@2;P8@4;SORT2@7;P9@10,7.8,10.0,3,1.5,4.0,0,0,0,1,15.5
CHG2__SORT1__path_1,CHG2,SORT1,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG2->P7->SORT1,e27->e20,e27@0-2;e20@2-5,CHG2@0;P7@2;SORT1@5,3.6,5.0,1,0.5,2.0,0,0,0,1,7.5
CHG2__SORT1__path_2,CHG2,SORT1,path_2,2,k_shortest_total,CHG2->P7->P8->SORT1,e27->e18->e21,e27@0-2;e18@2-4;e21@4-7,CHG2@0;P7@2;P8@4;SORT1@7,5.6,7.0,2,1.0,3.0,0,0,0,1,11.0
CHG2__SORT1__path_3,CHG2,SORT1,path_3,3,k_shortest_total,CHG2->P7->P4->P5->P8->SORT1,e27->e15->e13->e16->e21,e27@0-2;e15@2-4;e13@4-6;e16@6-8;e21@8-11,CHG2@0;P7@2;P4@4;P5@6;P8@8;SORT1@11,9.6,11.0,4,2.0,9.0,1,1,1,1,26.0
CHG2__SORT2__path_1,CHG2,SORT2,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG2->P7->P8->SORT2,e27->e18->e22,e27@0-2;e18@2-4;e22@4-7,CHG2@0;P7@2;P8@4;SORT2@7,5.6,7.0,2,1.0,3.0,0,0,0,1,11.0
CHG2__SORT2__path_2,CHG2,SORT2,path_2,2,k_shortest_total,CHG2->P7->P8->P9->SORT2,e27->e18->e19->e23,e27@0-2;e18@2-4;e19@4-6;e23@6-9,CHG2@0;P7@2;P8@4;P9@6;SORT2@9,7.6,9.0,2,1.0,4.0,0,0,0,1,14.0
CHG2__SORT2__path_3,CHG2,SORT2,path_3,3,k_shortest_total,CHG2->P7->SORT1->P8->SORT2,e27->e20->e21->e22,e27@0-2;e20@2-5;e21@5-8;e22@8-11,CHG2@0;P7@2;SORT1@5;P8@8;SORT2@11,8.0,11.0,3,1.5,4.0,0,0,0,1,16.5
CHG2__OUT1__path_1,CHG2,OUT1,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG2->P7->SORT1->OUT1,e27->e20->e24,e27@0-2;e20@2-5;e24@5-7,CHG2@0;P7@2;SORT1@5;OUT1@7,5.6,7.0,2,1.0,3.0,0,0,0,1,11.0
CHG2__OUT1__path_2,CHG2,OUT1,path_2,2,k_shortest_total,CHG2->P7->P8->SORT1->OUT1,e27->e18->e21->e24,e27@0-2;e18@2-4;e21@4-7;e24@7-9,CHG2@0;P7@2;P8@4;SORT1@7;OUT1@9,7.6,9.0,3,1.5,4.0,0,0,0,1,14.5
CHG2__OUT1__path_3,CHG2,OUT1,path_3,3,k_shortest_total,CHG2->P7->P4->P5->P8->SORT1->OUT1,e27->e15->e13->e16->e21->e24,e27@0-2;e15@2-4;e13@4-6;e16@6-8;e21@8-11;e24@11-13,CHG2@0;P7@2;P4@4;P5@6;P8@8;SORT1@11;OUT1@13,11.6,13.0,5,2.5,10.0,1,1,1,1,29.5
CHG2__OUT2__path_1,CHG2,OUT2,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG2->P7->P8->SORT2->OUT2,e27->e18->e22->e25,e27@0-2;e18@2-4;e22@4-7;e25@7-9,CHG2@0;P7@2;P8@4;SORT2@7;OUT2@9,7.6,9.0,3,1.5,4.0,0,0,0,1,14.5
CHG2__OUT2__path_2,CHG2,OUT2,path_2,2,k_shortest_total,CHG2->P7->P8->P9->SORT2->OUT2,e27->e18->e19->e23->e25,e27@0-2;e18@2-4;e19@4-6;e23@6-9;e25@9-11,CHG2@0;P7@2;P8@4;P9@6;SORT2@9;OUT2@11,9.6,11.0,3,1.5,5.0,0,0,0,1,17.5
CHG2__OUT2__path_3,CHG2,OUT2,path_3,3,k_shortest_total,CHG2->P7->SORT1->P8->SORT2->OUT2,e27->e20->e21->e22->e25,e27@0-2;e20@2-5;e21@5-8;e22@8-11;e25@11-13,CHG2@0;P7@2;SORT1@5;P8@8;SORT2@11;OUT2@13,10.0,13.0,4,2.0,5.0,0,0,0,1,20.0
CHG2__CHG1__path_1,CHG2,CHG1,path_1,1,dijkstra_time+dijkstra_total+k_shortest_total,CHG2->P7->P4->P1->J1->CHG1,e27->e15->e10->e05->e26,e27@0-2;e15@2-4;e10@4-6;e05@6-8;e26@8-10,CHG2@0;P7@2;P4@4;P1@6;J1@8;CHG1@10,8.8,10.0,2,1.0,6.0,1,0,0,1,18.0
CHG2__CHG1__path_2,CHG2,CHG1,path_2,2,k_shortest_total,CHG2->P7->P4->P1->P2->J2->J1->CHG1,e27->e15->e10->e08->e06->e03->e26,e27@0-2;e15@2-4;e10@4-6;e08@6-8;e06@8-10;e03@10-12;e26@12-14,CHG2@0;P7@2;P4@4;P1@6;P2@8;J2@10;J1@12;CHG1@14,12.8,14.0,5,2.5,9.0,2,0,0,1,27.5
CHG2__CHG1__path_3,CHG2,CHG1,path_3,3,k_shortest_total,CHG2->P7->P4->P5->P2->P1->J1->CHG1,e27->e15->e13->e11->e08->e05->e26,e27@0-2;e15@2-4;e13@4-6;e11@6-8;e08@8-10;e05@10-12;e26@12-14,CHG2@0;P7@2;P4@4;P5@6;P2@8;P1@10;J1@12;CHG1@14,12.8,14.0,6,3.0,9.0,2,0,0,1,28.0
