sample_id,design,x_m,x_n,x_cap_cluster,m,n,cap_cluster,run_key,Cmax,total_delay,remaining_conflicts,feasible,mapping_rule
382,sobol,0.3473332189,0.7200270928,0.8724216884,4,14,3,s1_m04_n14_cap3,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
383,sobol,0.3473332189,0.1076545008,0.1014575465,4,12,1,s1_m04_n12_cap1,46.59697,0.0,0,1,round unit-hypercube coordinate to nearest configured discrete level
384,sobol,0.3473332189,0.1076545008,0.8724216884,4,12,3,s1_m04_n12_cap3,61.840111,59.780665,3,1,round unit-hypercube coordinate to nearest configured discrete level
385,sobol,0.9863903504,0.2174697127,0.836535194,6,13,3,s1_m06_n13_cap3,32.228889,0.0,32,1,round unit-hypercube coordinate to nearest configured discrete level
386,sobol,0.550948537,0.2174697127,0.836535194,5,13,3,s1_m05_n13_cap3,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
387,sobol,0.9863903504,0.7520980211,0.836535194,6,14,3,s1_m06_n14_cap3,54.189223,11.29589,52,1,round unit-hypercube coordinate to nearest configured discrete level
388,sobol,0.9863903504,0.2174697127,0.1507788794,6,13,1,s1_m06_n13_cap1,32.228889,0.0,42,1,round unit-hypercube coordinate to nearest configured discrete level
389,sobol,0.9863903504,0.7520980211,0.1507788794,6,14,1,s1_m06_n14_cap1,54.189223,11.29589,59,1,round unit-hypercube coordinate to nearest configured discrete level
390,sobol,0.550948537,0.2174697127,0.1507788794,5,13,1,s1_m05_n13_cap1,57.193778,5.193778,10,1,round unit-hypercube coordinate to nearest configured discrete level
391,sobol,0.550948537,0.7520980211,0.836535194,5,14,3,s1_m05_n14_cap3,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
392,sobol,0.550948537,0.7520980211,0.1507788794,5,14,1,s1_m05_n14_cap1,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
393,sobol,0.1104781618,0.7081715008,0.3042025259,3,14,2,s1_m03_n14_cap2,87.348517,117.706565,0,1,round unit-hypercube coordinate to nearest configured discrete level
394,sobol,0.2383044744,0.7081715008,0.3042025259,4,14,2,s1_m04_n14_cap2,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
395,sobol,0.1104781618,0.3758861367,0.3042025259,3,13,2,s1_m03_n13_cap2,87.619889,99.094111,0,1,round unit-hypercube coordinate to nearest configured discrete level
396,sobol,0.1104781618,0.7081715008,0.5573344417,3,14,2,s1_m03_n14_cap2,87.348517,117.706565,0,1,round unit-hypercube coordinate to nearest configured discrete level
397,sobol,0.1104781618,0.3758861367,0.5573344417,3,13,2,s1_m03_n13_cap2,87.619889,99.094111,0,1,round unit-hypercube coordinate to nearest configured discrete level
398,sobol,0.2383044744,0.7081715008,0.5573344417,4,14,2,s1_m04_n14_cap2,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
399,sobol,0.2383044744,0.3758861367,0.3042025259,4,13,2,s1_m04_n13_cap2,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
400,sobol,0.2383044744,0.3758861367,0.5573344417,4,13,2,s1_m04_n13_cap2,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
401,sobol,0.395273759,0.3807946024,0.7269514417,4,13,2,s1_m04_n13_cap2,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
402,sobol,0.7511520274,0.3807946024,0.7269514417,5,13,2,s1_m05_n13_cap2,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
403,sobol,0.395273759,0.2430403857,0.7269514417,4,13,2,s1_m04_n13_cap2,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
404,sobol,0.395273759,0.3807946024,0.8262350652,4,13,3,s1_m04_n13_cap3,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
405,sobol,0.395273759,0.2430403857,0.8262350652,4,13,3,s1_m04_n13_cap3,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
406,sobol,0.7511520274,0.3807946024,0.8262350652,5,13,3,s1_m05_n13_cap3,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
407,sobol,0.7511520274,0.2430403857,0.7269514417,5,13,2,s1_m05_n13_cap2,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
408,sobol,0.7511520274,0.2430403857,0.8262350652,5,13,3,s1_m05_n13_cap3,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
409,sobol,0.5233908426,0.8891202901,0.1322995136,5,15,1,s1_m05_n15_cap1,71.449,40.185444,25,1,round unit-hypercube coordinate to nearest configured discrete level
410,sobol,0.4384773318,0.8891202901,0.1322995136,4,15,1,s1_m04_n15_cap1,60.342889,13.226889,14,1,round unit-hypercube coordinate to nearest configured discrete level
411,sobol,0.5233908426,0.6192098297,0.1322995136,5,14,1,s1_m05_n14_cap1,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
412,sobol,0.5233908426,0.8891202901,0.4831570191,5,15,2,s1_m05_n15_cap2,67.051667,6.051667,20,1,round unit-hypercube coordinate to nearest configured discrete level
413,sobol,0.5233908426,0.6192098297,0.4831570191,5,14,2,s1_m05_n14_cap2,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
414,sobol,0.4384773318,0.8891202901,0.4831570191,4,15,2,s1_m04_n15_cap2,68.875433,36.427014,0,1,round unit-hypercube coordinate to nearest configured discrete level
415,sobol,0.4384773318,0.6192098297,0.1322995136,4,14,1,s1_m04_n14_cap1,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
416,sobol,0.4384773318,0.6192098297,0.4831570191,4,14,2,s1_m04_n14_cap2,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
417,sobol,0.6615214758,0.2611166583,0.4899605513,5,13,2,s1_m05_n13_cap2,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
418,sobol,0.3066072213,0.2611166583,0.4899605513,4,13,2,s1_m04_n13_cap2,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
419,sobol,0.6615214758,0.6688497737,0.4899605513,5,14,2,s1_m05_n14_cap2,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
420,sobol,0.6615214758,0.2611166583,0.0641107308,5,13,1,s1_m05_n13_cap1,57.193778,5.193778,10,1,round unit-hypercube coordinate to nearest configured discrete level
421,sobol,0.6615214758,0.6688497737,0.0641107308,5,14,1,s1_m05_n14_cap1,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
422,sobol,0.3066072213,0.2611166583,0.0641107308,4,13,1,s1_m04_n13_cap1,69.222324,51.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
423,sobol,0.3066072213,0.6688497737,0.4899605513,4,14,2,s1_m04_n14_cap2,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
424,sobol,0.3066072213,0.6688497737,0.0641107308,4,14,1,s1_m04_n14_cap1,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
425,sobol,0.2874317588,0.750948485,0.9010173585,4,14,3,s1_m04_n14_cap3,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
426,sobol,0.9939992828,0.750948485,0.9010173585,6,14,3,s1_m06_n14_cap3,54.189223,11.29589,52,1,round unit-hypercube coordinate to nearest configured discrete level
427,sobol,0.2874317588,0.0450869342,0.9010173585,4,12,3,s1_m04_n12_cap3,61.840111,59.780665,3,1,round unit-hypercube coordinate to nearest configured discrete level
428,sobol,0.2874317588,0.750948485,0.7201770581,4,14,2,s1_m04_n14_cap2,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
429,sobol,0.2874317588,0.0450869342,0.7201770581,4,12,2,s1_m04_n12_cap2,61.840111,59.780665,3,1,round unit-hypercube coordinate to nearest configured discrete level
430,sobol,0.9939992828,0.750948485,0.7201770581,6,14,2,s1_m06_n14_cap2,54.189223,11.29589,52,1,round unit-hypercube coordinate to nearest configured discrete level
431,sobol,0.9939992828,0.0450869342,0.9010173585,6,12,3,s1_m06_n12_cap3,39.388222,1.388222,51,1,round unit-hypercube coordinate to nearest configured discrete level
432,sobol,0.9939992828,0.0450869342,0.7201770581,6,12,2,s1_m06_n12_cap2,39.388222,1.388222,51,1,round unit-hypercube coordinate to nearest configured discrete level
433,sobol,0.1911279233,0.0783588588,0.0676322561,4,12,1,s1_m04_n12_cap1,46.59697,0.0,0,1,round unit-hypercube coordinate to nearest configured discrete level
434,sobol,0.0126385,0.0783588588,0.0676322561,3,12,1,s1_m03_n12_cap1,79.802333,46.352494,0,1,round unit-hypercube coordinate to nearest configured discrete level
435,sobol,0.1911279233,0.3340935018,0.0676322561,4,13,1,s1_m04_n13_cap1,69.222324,51.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
436,sobol,0.1911279233,0.0783588588,0.8963142876,4,12,3,s1_m04_n12_cap3,61.840111,59.780665,3,1,round unit-hypercube coordinate to nearest configured discrete level
437,sobol,0.1911279233,0.3340935018,0.8963142876,4,13,3,s1_m04_n13_cap3,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
438,sobol,0.0126385,0.0783588588,0.8963142876,3,12,3,s1_m03_n12_cap3,61.188272,25.680605,0,1,round unit-hypercube coordinate to nearest configured discrete level
439,sobol,0.0126385,0.3340935018,0.0676322561,3,13,1,s1_m03_n13_cap1,88.119889,101.594111,3,1,round unit-hypercube coordinate to nearest configured discrete level
440,sobol,0.0126385,0.3340935018,0.8963142876,3,13,3,s1_m03_n13_cap3,87.619889,99.094111,0,1,round unit-hypercube coordinate to nearest configured discrete level
441,sobol,0.8130127452,0.5895072157,0.5413706377,5,14,2,s1_m05_n14_cap2,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
442,sobol,0.7000611946,0.5895072157,0.5413706377,5,14,2,s1_m05_n14_cap2,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
443,sobol,0.8130127452,0.9578291634,0.5413706377,5,15,2,s1_m05_n15_cap2,67.051667,6.051667,20,1,round unit-hypercube coordinate to nearest configured discrete level
444,sobol,0.8130127452,0.5895072157,0.301770444,5,14,2,s1_m05_n14_cap2,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
445,sobol,0.8130127452,0.9578291634,0.301770444,5,15,2,s1_m05_n15_cap2,67.051667,6.051667,20,1,round unit-hypercube coordinate to nearest configured discrete level
446,sobol,0.7000611946,0.5895072157,0.301770444,5,14,2,s1_m05_n14_cap2,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
447,sobol,0.7000611946,0.9578291634,0.5413706377,5,15,2,s1_m05_n15_cap2,67.051667,6.051667,20,1,round unit-hypercube coordinate to nearest configured discrete level
448,sobol,0.7000611946,0.9578291634,0.301770444,5,15,2,s1_m05_n15_cap2,67.051667,6.051667,20,1,round unit-hypercube coordinate to nearest configured discrete level
449,sobol,0.7873842977,0.4789578971,0.0447586784,5,13,1,s1_m05_n13_cap1,57.193778,5.193778,10,1,round unit-hypercube coordinate to nearest configured discrete level
450,sobol,0.887901783,0.4789578971,0.0447586784,6,13,1,s1_m06_n13_cap1,32.228889,0.0,42,1,round unit-hypercube coordinate to nearest configured discrete level
451,sobol,0.7873842977,0.4752570502,0.0447586784,5,13,1,s1_m05_n13_cap1,57.193778,5.193778,10,1,round unit-hypercube coordinate to nearest configured discrete level
452,sobol,0.7873842977,0.4789578971,0.3874261007,5,13,2,s1_m05_n13_cap2,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
453,sobol,0.7873842977,0.4752570502,0.3874261007,5,13,2,s1_m05_n13_cap2,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
454,sobol,0.887901783,0.4789578971,0.3874261007,6,13,2,s1_m06_n13_cap2,32.228889,0.0,36,1,round unit-hypercube coordinate to nearest configured discrete level
455,sobol,0.887901783,0.4752570502,0.0447586784,6,13,1,s1_m06_n13_cap1,32.228889,0.0,42,1,round unit-hypercube coordinate to nearest configured discrete level
456,sobol,0.887901783,0.4752570502,0.3874261007,6,13,2,s1_m06_n13_cap2,32.228889,0.0,36,1,round unit-hypercube coordinate to nearest configured discrete level
457,sobol,0.1615960868,0.970617204,0.5652210033,3,15,2,s1_m03_n15_cap2,92.438395,156.222022,2,1,round unit-hypercube coordinate to nearest configured discrete level
458,sobol,0.325301839,0.970617204,0.5652210033,4,15,2,s1_m04_n15_cap2,68.875433,36.427014,0,1,round unit-hypercube coordinate to nearest configured discrete level
459,sobol,0.1615960868,0.8480395181,0.5652210033,3,15,2,s1_m03_n15_cap2,92.438395,156.222022,2,1,round unit-hypercube coordinate to nearest configured discrete level
460,sobol,0.1615960868,0.970617204,0.7933704192,3,15,3,s1_m03_n15_cap3,92.438395,156.222022,2,1,round unit-hypercube coordinate to nearest configured discrete level
461,sobol,0.1615960868,0.8480395181,0.7933704192,3,15,3,s1_m03_n15_cap3,92.438395,156.222022,2,1,round unit-hypercube coordinate to nearest configured discrete level
462,sobol,0.325301839,0.970617204,0.7933704192,4,15,3,s1_m04_n15_cap3,68.875433,36.427014,0,1,round unit-hypercube coordinate to nearest configured discrete level
463,sobol,0.325301839,0.8480395181,0.5652210033,4,15,2,s1_m04_n15_cap2,68.875433,36.427014,0,1,round unit-hypercube coordinate to nearest configured discrete level
464,sobol,0.325301839,0.8480395181,0.7933704192,4,15,3,s1_m04_n15_cap3,68.875433,36.427014,0,1,round unit-hypercube coordinate to nearest configured discrete level
465,sobol,0.3130912008,0.1730216173,0.4034896484,4,13,2,s1_m04_n13_cap2,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
466,sobol,0.6798706828,0.1730216173,0.4034896484,5,13,2,s1_m05_n13_cap2,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
467,sobol,0.3130912008,0.5276628602,0.4034896484,4,14,2,s1_m04_n14_cap2,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
468,sobol,0.3130912008,0.1730216173,0.586716569,4,13,2,s1_m04_n13_cap2,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
469,sobol,0.3130912008,0.5276628602,0.586716569,4,14,2,s1_m04_n14_cap2,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
470,sobol,0.6798706828,0.1730216173,0.586716569,5,13,2,s1_m05_n13_cap2,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
471,sobol,0.6798706828,0.5276628602,0.4034896484,5,14,2,s1_m05_n14_cap2,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
472,sobol,0.6798706828,0.5276628602,0.586716569,5,14,2,s1_m05_n14_cap2,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
473,sobol,0.6910843067,0.6823353413,0.9865114773,5,14,3,s1_m05_n14_cap3,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
474,sobol,0.1173011335,0.6823353413,0.9865114773,3,14,3,s1_m03_n14_cap3,87.348517,117.706565,0,1,round unit-hypercube coordinate to nearest configured discrete level
475,sobol,0.6910843067,0.1548999446,0.9865114773,5,12,3,s1_m05_n12_cap3,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
476,sobol,0.6910843067,0.6823353413,0.2422947343,5,14,1,s1_m05_n14_cap1,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
477,sobol,0.6910843067,0.1548999446,0.2422947343,5,12,1,s1_m05_n12_cap1,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
478,sobol,0.1173011335,0.6823353413,0.2422947343,3,14,1,s1_m03_n14_cap1,81.348517,114.843788,2,1,round unit-hypercube coordinate to nearest configured discrete level
479,sobol,0.1173011335,0.1548999446,0.9865114773,3,12,3,s1_m03_n12_cap3,61.188272,25.680605,0,1,round unit-hypercube coordinate to nearest configured discrete level
480,sobol,0.1173011335,0.1548999446,0.2422947343,3,12,1,s1_m03_n12_cap1,79.802333,46.352494,0,1,round unit-hypercube coordinate to nearest configured discrete level
481,sobol,0.6105870735,0.0621403949,0.6259219423,5,12,2,s1_m05_n12_cap2,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
482,sobol,0.1258955617,0.0621403949,0.6259219423,3,12,2,s1_m03_n12_cap2,61.188272,25.680605,0,1,round unit-hypercube coordinate to nearest configured discrete level
483,sobol,0.6105870735,0.0707198316,0.6259219423,5,12,2,s1_m05_n12_cap2,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
484,sobol,0.6105870735,0.0621403949,0.3354285434,5,12,2,s1_m05_n12_cap2,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
485,sobol,0.6105870735,0.0707198316,0.3354285434,5,12,2,s1_m05_n12_cap2,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
486,sobol,0.1258955617,0.0621403949,0.3354285434,3,12,2,s1_m03_n12_cap2,61.188272,25.680605,0,1,round unit-hypercube coordinate to nearest configured discrete level
487,sobol,0.1258955617,0.0707198316,0.6259219423,3,12,2,s1_m03_n12_cap2,61.188272,25.680605,0,1,round unit-hypercube coordinate to nearest configured discrete level
488,sobol,0.1258955617,0.0707198316,0.3354285434,3,12,2,s1_m03_n12_cap2,61.188272,25.680605,0,1,round unit-hypercube coordinate to nearest configured discrete level
489,sobol,0.4863771936,0.5510070734,0.2343058269,4,14,1,s1_m04_n14_cap1,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
490,sobol,0.5632592551,0.5510070734,0.2343058269,5,14,1,s1_m05_n14_cap1,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
491,sobol,0.4863771936,0.6979044657,0.2343058269,4,14,1,s1_m04_n14_cap1,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
492,sobol,0.4863771936,0.5510070734,0.9918620968,4,14,3,s1_m04_n14_cap3,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
493,sobol,0.4863771936,0.6979044657,0.9918620968,4,14,3,s1_m04_n14_cap3,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
494,sobol,0.5632592551,0.5510070734,0.9918620968,5,14,3,s1_m05_n14_cap3,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
495,sobol,0.5632592551,0.6979044657,0.2343058269,5,14,1,s1_m05_n14_cap1,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
496,sobol,0.5632592551,0.6979044657,0.9918620968,5,14,3,s1_m05_n14_cap3,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
497,sobol,0.0233739605,0.3486285061,0.796909174,3,13,3,s1_m03_n13_cap3,87.619889,99.094111,0,1,round unit-hypercube coordinate to nearest configured discrete level
498,sobol,0.4276614347,0.3486285061,0.796909174,4,13,3,s1_m04_n13_cap3,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
499,sobol,0.0233739605,0.9243799513,0.796909174,3,15,3,s1_m03_n15_cap3,92.438395,156.222022,2,1,round unit-hypercube coordinate to nearest configured discrete level
500,sobol,0.0233739605,0.3486285061,0.6279898202,3,13,2,s1_m03_n13_cap2,87.619889,99.094111,0,1,round unit-hypercube coordinate to nearest configured discrete level
501,sobol,0.0233739605,0.9243799513,0.6279898202,3,15,2,s1_m03_n15_cap2,92.438395,156.222022,2,1,round unit-hypercube coordinate to nearest configured discrete level
502,sobol,0.4276614347,0.3486285061,0.6279898202,4,13,2,s1_m04_n13_cap2,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
503,sobol,0.4276614347,0.9243799513,0.796909174,4,15,3,s1_m04_n15_cap3,68.875433,36.427014,0,1,round unit-hypercube coordinate to nearest configured discrete level
504,sobol,0.4276614347,0.9243799513,0.6279898202,4,15,2,s1_m04_n15_cap2,68.875433,36.427014,0,1,round unit-hypercube coordinate to nearest configured discrete level
505,sobol,0.8953789454,0.8587811971,0.3428517282,6,15,2,s1_m06_n15_cap2,55.189223,13.29589,38,1,round unit-hypercube coordinate to nearest configured discrete level
506,sobol,0.8649947336,0.8587811971,0.3428517282,6,15,2,s1_m06_n15_cap2,55.189223,13.29589,38,1,round unit-hypercube coordinate to nearest configured discrete level
507,sobol,0.8953789454,0.2972301245,0.3428517282,6,13,2,s1_m06_n13_cap2,32.228889,0.0,36,1,round unit-hypercube coordinate to nearest configured discrete level
508,sobol,0.8953789454,0.8587811971,0.0350337829,6,15,1,s1_m06_n15_cap1,59.189223,21.29589,40,1,round unit-hypercube coordinate to nearest configured discrete level
509,sobol,0.8953789454,0.2972301245,0.0350337829,6,13,1,s1_m06_n13_cap1,32.228889,0.0,42,1,round unit-hypercube coordinate to nearest configured discrete level
510,sobol,0.8649947336,0.8587811971,0.0350337829,6,15,1,s1_m06_n15_cap1,59.189223,21.29589,40,1,round unit-hypercube coordinate to nearest configured discrete level
511,sobol,0.8649947336,0.2972301245,0.3428517282,6,13,2,s1_m06_n13_cap2,32.228889,0.0,36,1,round unit-hypercube coordinate to nearest configured discrete level
512,sobol,0.8649947336,0.2972301245,0.0350337829,6,13,1,s1_m06_n13_cap1,32.228889,0.0,42,1,round unit-hypercube coordinate to nearest configured discrete level
