sample_id,design,x_m,x_n,x_cap_cluster,m,n,cap_cluster,run_key,Cmax,total_delay,remaining_conflicts,feasible,mapping_rule
213,sobol,0.3738058666,0.7122578034,0.3724284703,4,14,2,s1_m04_n14_cap2,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
214,sobol,0.0780609688,0.4978339141,0.3724284703,3,13,2,s1_m03_n13_cap2,87.619889,99.094111,0,1,round unit-hypercube coordinate to nearest configured discrete level
215,sobol,0.0780609688,0.7122578034,0.8149750363,3,14,3,s1_m03_n14_cap3,87.348517,117.706565,0,1,round unit-hypercube coordinate to nearest configured discrete level
216,sobol,0.0780609688,0.7122578034,0.3724284703,3,14,2,s1_m03_n14_cap2,87.348517,117.706565,0,1,round unit-hypercube coordinate to nearest configured discrete level
217,sobol,0.7480147928,0.9905496519,0.294512324,5,15,2,s1_m05_n15_cap2,67.051667,6.051667,20,1,round unit-hypercube coordinate to nearest configured discrete level
218,sobol,0.640392215,0.9905496519,0.294512324,5,15,2,s1_m05_n15_cap2,67.051667,6.051667,20,1,round unit-hypercube coordinate to nearest configured discrete level
219,sobol,0.7480147928,0.0894457754,0.294512324,5,12,2,s1_m05_n12_cap2,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
220,sobol,0.7480147928,0.9905496519,0.9663611278,5,15,3,s1_m05_n15_cap3,67.051667,6.051667,19,1,round unit-hypercube coordinate to nearest configured discrete level
221,sobol,0.7480147928,0.0894457754,0.9663611278,5,12,3,s1_m05_n12_cap3,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
222,sobol,0.640392215,0.9905496519,0.9663611278,5,15,3,s1_m05_n15_cap3,67.051667,6.051667,19,1,round unit-hypercube coordinate to nearest configured discrete level
223,sobol,0.640392215,0.0894457754,0.294512324,5,12,2,s1_m05_n12_cap2,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
224,sobol,0.640392215,0.0894457754,0.9663611278,5,12,3,s1_m05_n12_cap3,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
225,sobol,0.5775211025,0.3625679472,0.0930981273,5,13,1,s1_m05_n13_cap1,57.193778,5.193778,10,1,round unit-hypercube coordinate to nearest configured discrete level
226,sobol,0.6164168101,0.3625679472,0.0930981273,5,13,1,s1_m05_n13_cap1,57.193778,5.193778,10,1,round unit-hypercube coordinate to nearest configured discrete level
227,sobol,0.5775211025,0.1380748246,0.0930981273,5,12,1,s1_m05_n12_cap1,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
228,sobol,0.5775211025,0.3625679472,0.6122257318,5,13,2,s1_m05_n13_cap2,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
229,sobol,0.5775211025,0.1380748246,0.6122257318,5,12,2,s1_m05_n12_cap2,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
230,sobol,0.6164168101,0.3625679472,0.6122257318,5,13,2,s1_m05_n13_cap2,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
231,sobol,0.6164168101,0.1380748246,0.0930981273,5,12,1,s1_m05_n12_cap1,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
232,sobol,0.6164168101,0.1380748246,0.6122257318,5,12,2,s1_m05_n12_cap2,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
233,sobol,0.4495270429,0.8680402413,0.547155126,4,15,2,s1_m04_n15_cap2,68.875433,36.427014,0,1,round unit-hypercube coordinate to nearest configured discrete level
234,sobol,0.1788033694,0.8680402413,0.547155126,4,15,2,s1_m04_n15_cap2,68.875433,36.427014,0,1,round unit-hypercube coordinate to nearest configured discrete level
235,sobol,0.4495270429,0.5153152468,0.547155126,4,14,2,s1_m04_n14_cap2,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
236,sobol,0.4495270429,0.8680402413,0.2053047931,4,15,1,s1_m04_n15_cap1,60.342889,13.226889,14,1,round unit-hypercube coordinate to nearest configured discrete level
237,sobol,0.4495270429,0.5153152468,0.2053047931,4,14,1,s1_m04_n14_cap1,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
238,sobol,0.1788033694,0.8680402413,0.2053047931,4,15,1,s1_m04_n15_cap1,60.342889,13.226889,14,1,round unit-hypercube coordinate to nearest configured discrete level
239,sobol,0.1788033694,0.5153152468,0.547155126,4,14,2,s1_m04_n14_cap2,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
240,sobol,0.1788033694,0.5153152468,0.2053047931,4,14,1,s1_m04_n14_cap1,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
241,sobol,0.0407232372,0.0391632207,0.484055615,3,12,2,s1_m03_n12_cap2,61.188272,25.680605,0,1,round unit-hypercube coordinate to nearest configured discrete level
242,sobol,0.8146508159,0.0391632207,0.484055615,5,12,2,s1_m05_n12_cap2,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
243,sobol,0.0407232372,0.866794873,0.484055615,3,15,2,s1_m03_n15_cap2,92.438395,156.222022,2,1,round unit-hypercube coordinate to nearest configured discrete level
244,sobol,0.0407232372,0.0391632207,0.412712493,3,12,2,s1_m03_n12_cap2,61.188272,25.680605,0,1,round unit-hypercube coordinate to nearest configured discrete level
245,sobol,0.0407232372,0.866794873,0.412712493,3,15,2,s1_m03_n15_cap2,92.438395,156.222022,2,1,round unit-hypercube coordinate to nearest configured discrete level
246,sobol,0.8146508159,0.0391632207,0.412712493,5,12,2,s1_m05_n12_cap2,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
247,sobol,0.8146508159,0.866794873,0.484055615,5,15,2,s1_m05_n15_cap2,67.051667,6.051667,20,1,round unit-hypercube coordinate to nearest configured discrete level
248,sobol,0.8146508159,0.866794873,0.412712493,5,15,2,s1_m05_n15_cap2,67.051667,6.051667,20,1,round unit-hypercube coordinate to nearest configured discrete level
249,sobol,0.9165124018,0.5346715273,0.8756721774,6,14,3,s1_m06_n14_cap3,54.189223,11.29589,52,1,round unit-hypercube coordinate to nearest configured discrete level
250,sobol,0.3770680157,0.5346715273,0.8756721774,4,14,3,s1_m04_n14_cap3,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
251,sobol,0.9165124018,0.4895806788,0.8756721774,6,13,3,s1_m06_n13_cap3,32.228889,0.0,32,1,round unit-hypercube coordinate to nearest configured discrete level
252,sobol,0.9165124018,0.5346715273,0.7561578229,6,14,3,s1_m06_n14_cap3,54.189223,11.29589,52,1,round unit-hypercube coordinate to nearest configured discrete level
253,sobol,0.9165124018,0.4895806788,0.7561578229,6,13,3,s1_m06_n13_cap3,32.228889,0.0,32,1,round unit-hypercube coordinate to nearest configured discrete level
254,sobol,0.3770680157,0.5346715273,0.7561578229,4,14,3,s1_m04_n14_cap3,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
255,sobol,0.3770680157,0.4895806788,0.8756721774,4,13,3,s1_m04_n13_cap3,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
256,sobol,0.3770680157,0.4895806788,0.7561578229,4,13,3,s1_m04_n13_cap3,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
257,sobol,0.9251232371,0.3287162734,0.5941632409,6,13,2,s1_m06_n13_cap2,32.228889,0.0,36,1,round unit-hypercube coordinate to nearest configured discrete level
258,sobol,0.0334535576,0.3287162734,0.5941632409,3,13,2,s1_m03_n13_cap2,87.619889,99.094111,0,1,round unit-hypercube coordinate to nearest configured discrete level
259,sobol,0.9251232371,0.5901035154,0.5941632409,6,14,2,s1_m06_n14_cap2,54.189223,11.29589,52,1,round unit-hypercube coordinate to nearest configured discrete level
260,sobol,0.9251232371,0.3287162734,0.942284558,6,13,3,s1_m06_n13_cap3,32.228889,0.0,32,1,round unit-hypercube coordinate to nearest configured discrete level
261,sobol,0.9251232371,0.5901035154,0.942284558,6,14,3,s1_m06_n14_cap3,54.189223,11.29589,52,1,round unit-hypercube coordinate to nearest configured discrete level
262,sobol,0.0334535576,0.3287162734,0.942284558,3,13,3,s1_m03_n13_cap3,87.619889,99.094111,0,1,round unit-hypercube coordinate to nearest configured discrete level
263,sobol,0.0334535576,0.5901035154,0.5941632409,3,14,2,s1_m03_n14_cap2,87.348517,117.706565,0,1,round unit-hypercube coordinate to nearest configured discrete level
264,sobol,0.0334535576,0.5901035154,0.942284558,3,14,3,s1_m03_n14_cap3,87.348517,117.706565,0,1,round unit-hypercube coordinate to nearest configured discrete level
265,sobol,0.0472522015,0.8388689477,0.0150762685,3,15,1,s1_m03_n15_cap1,89.370555,172.085503,0,1,round unit-hypercube coordinate to nearest configured discrete level
266,sobol,0.7211167011,0.8388689477,0.0150762685,5,15,1,s1_m05_n15_cap1,71.449,40.185444,25,1,round unit-hypercube coordinate to nearest configured discrete level
267,sobol,0.0472522015,0.217322005,0.0150762685,3,13,1,s1_m03_n13_cap1,88.119889,101.594111,3,1,round unit-hypercube coordinate to nearest configured discrete level
268,sobol,0.0472522015,0.8388689477,0.3478626059,3,15,2,s1_m03_n15_cap2,92.438395,156.222022,2,1,round unit-hypercube coordinate to nearest configured discrete level
269,sobol,0.0472522015,0.217322005,0.3478626059,3,13,2,s1_m03_n13_cap2,87.619889,99.094111,0,1,round unit-hypercube coordinate to nearest configured discrete level
270,sobol,0.7211167011,0.8388689477,0.3478626059,5,15,2,s1_m05_n15_cap2,67.051667,6.051667,20,1,round unit-hypercube coordinate to nearest configured discrete level
271,sobol,0.7211167011,0.217322005,0.0150762685,5,13,1,s1_m05_n13_cap1,57.193778,5.193778,10,1,round unit-hypercube coordinate to nearest configured discrete level
272,sobol,0.7211167011,0.217322005,0.3478626059,5,13,2,s1_m05_n13_cap2,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
273,sobol,0.4585014964,0.0114960056,0.9536936246,4,12,3,s1_m04_n12_cap3,61.840111,59.780665,3,1,round unit-hypercube coordinate to nearest configured discrete level
274,sobol,0.2727337396,0.0114960056,0.9536936246,4,12,3,s1_m04_n12_cap3,61.840111,59.780665,3,1,round unit-hypercube coordinate to nearest configured discrete level
275,sobol,0.4585014964,0.4128359472,0.9536936246,4,13,3,s1_m04_n13_cap3,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
276,sobol,0.4585014964,0.0114960056,0.0161873354,4,12,1,s1_m04_n12_cap1,46.59697,0.0,0,1,round unit-hypercube coordinate to nearest configured discrete level
277,sobol,0.4585014964,0.4128359472,0.0161873354,4,13,1,s1_m04_n13_cap1,69.222324,51.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
278,sobol,0.2727337396,0.0114960056,0.0161873354,4,12,1,s1_m04_n12_cap1,46.59697,0.0,0,1,round unit-hypercube coordinate to nearest configured discrete level
279,sobol,0.2727337396,0.4128359472,0.9536936246,4,13,3,s1_m04_n13_cap3,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
280,sobol,0.2727337396,0.4128359472,0.0161873354,4,13,1,s1_m04_n13_cap1,69.222324,51.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
281,sobol,0.5846559182,0.500362671,0.4370479081,5,14,2,s1_m05_n14_cap2,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
282,sobol,0.960366481,0.500362671,0.4370479081,6,14,2,s1_m06_n14_cap2,54.189223,11.29589,52,1,round unit-hypercube coordinate to nearest configured discrete level
283,sobol,0.5846559182,0.7855979055,0.4370479081,5,14,2,s1_m05_n14_cap2,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
284,sobol,0.5846559182,0.500362671,0.6721317712,5,14,2,s1_m05_n14_cap2,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
285,sobol,0.5846559182,0.7855979055,0.6721317712,5,14,2,s1_m05_n14_cap2,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
286,sobol,0.960366481,0.500362671,0.6721317712,6,14,2,s1_m06_n14_cap2,54.189223,11.29589,52,1,round unit-hypercube coordinate to nearest configured discrete level
287,sobol,0.960366481,0.7855979055,0.4370479081,6,14,2,s1_m06_n14_cap2,54.189223,11.29589,52,1,round unit-hypercube coordinate to nearest configured discrete level
288,sobol,0.960366481,0.7855979055,0.6721317712,6,14,2,s1_m06_n14_cap2,54.189223,11.29589,52,1,round unit-hypercube coordinate to nearest configured discrete level
289,sobol,0.7228018735,0.1301601604,0.2004728718,5,12,1,s1_m05_n12_cap1,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
290,sobol,0.796498334,0.1301601604,0.2004728718,5,12,1,s1_m05_n12_cap1,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
291,sobol,0.7228018735,0.986843463,0.2004728718,5,15,1,s1_m05_n15_cap1,71.449,40.185444,25,1,round unit-hypercube coordinate to nearest configured discrete level
292,sobol,0.7228018735,0.1301601604,0.7804175504,5,12,3,s1_m05_n12_cap3,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
293,sobol,0.7228018735,0.986843463,0.7804175504,5,15,3,s1_m05_n15_cap3,67.051667,6.051667,19,1,round unit-hypercube coordinate to nearest configured discrete level
294,sobol,0.796498334,0.1301601604,0.7804175504,5,12,3,s1_m05_n12_cap3,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
295,sobol,0.796498334,0.986843463,0.2004728718,5,15,1,s1_m05_n15_cap1,71.449,40.185444,25,1,round unit-hypercube coordinate to nearest configured discrete level
296,sobol,0.796498334,0.986843463,0.7804175504,5,15,3,s1_m05_n15_cap3,67.051667,6.051667,19,1,round unit-hypercube coordinate to nearest configured discrete level
297,sobol,0.3506748183,0.6394738713,0.6585262092,4,14,2,s1_m04_n14_cap2,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
298,sobol,0.4840719476,0.6394738713,0.6585262092,4,14,2,s1_m04_n14_cap2,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
299,sobol,0.3506748183,0.3596597863,0.6585262092,4,13,2,s1_m04_n13_cap2,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
300,sobol,0.3506748183,0.6394738713,0.4374613957,4,14,2,s1_m04_n14_cap2,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
301,sobol,0.3506748183,0.3596597863,0.4374613957,4,13,2,s1_m04_n13_cap2,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
302,sobol,0.4840719476,0.6394738713,0.4374613957,4,14,2,s1_m04_n14_cap2,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
303,sobol,0.4840719476,0.3596597863,0.6585262092,4,13,2,s1_m04_n13_cap2,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
304,sobol,0.4840719476,0.3596597863,0.4374613957,4,13,2,s1_m04_n13_cap2,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
305,sobol,0.1278868867,0.4668877246,0.3727477985,3,13,2,s1_m03_n13_cap2,87.619889,99.094111,0,1,round unit-hypercube coordinate to nearest configured discrete level
306,sobol,0.5259834426,0.4668877246,0.3727477985,5,13,2,s1_m05_n13_cap2,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
307,sobol,0.1278868867,0.0082911272,0.3727477985,3,12,2,s1_m03_n12_cap2,61.188272,25.680605,0,1,round unit-hypercube coordinate to nearest configured discrete level
308,sobol,0.1278868867,0.4668877246,0.1985495193,3,13,1,s1_m03_n13_cap1,88.119889,101.594111,3,1,round unit-hypercube coordinate to nearest configured discrete level
309,sobol,0.1278868867,0.0082911272,0.1985495193,3,12,1,s1_m03_n12_cap1,79.802333,46.352494,0,1,round unit-hypercube coordinate to nearest configured discrete level
310,sobol,0.5259834426,0.4668877246,0.1985495193,5,13,1,s1_m05_n13_cap1,57.193778,5.193778,10,1,round unit-hypercube coordinate to nearest configured discrete level
311,sobol,0.5259834426,0.0082911272,0.3727477985,5,12,2,s1_m05_n12_cap2,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
312,sobol,0.5259834426,0.0082911272,0.1985495193,5,12,1,s1_m05_n12_cap1,54.189223,11.29589,13,1,round unit-hypercube coordinate to nearest configured discrete level
313,sobol,0.7517305557,0.9585470147,0.7682415573,5,15,3,s1_m05_n15_cap3,67.051667,6.051667,19,1,round unit-hypercube coordinate to nearest configured discrete level
314,sobol,0.2135874582,0.9585470147,0.7682415573,4,15,3,s1_m04_n15_cap3,68.875433,36.427014,0,1,round unit-hypercube coordinate to nearest configured discrete level
315,sobol,0.7517305557,0.6354399966,0.7682415573,5,14,3,s1_m05_n14_cap3,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
316,sobol,0.7517305557,0.9585470147,0.6049831901,5,15,2,s1_m05_n15_cap2,67.051667,6.051667,20,1,round unit-hypercube coordinate to nearest configured discrete level
317,sobol,0.7517305557,0.6354399966,0.6049831901,5,14,2,s1_m05_n14_cap2,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
318,sobol,0.2135874582,0.9585470147,0.6049831901,4,15,2,s1_m04_n15_cap2,68.875433,36.427014,0,1,round unit-hypercube coordinate to nearest configured discrete level
319,sobol,0.2135874582,0.6354399966,0.7682415573,4,14,3,s1_m04_n14_cap3,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
320,sobol,0.2135874582,0.6354399966,0.6049831901,4,14,2,s1_m04_n14_cap2,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
321,sobol,0.8506312314,0.0979974074,0.2706518564,6,12,2,s1_m06_n12_cap2,39.388222,1.388222,51,1,round unit-hypercube coordinate to nearest configured discrete level
322,sobol,0.4017195133,0.0979974074,0.2706518564,4,12,2,s1_m04_n12_cap2,61.840111,59.780665,3,1,round unit-hypercube coordinate to nearest configured discrete level
323,sobol,0.8506312314,0.1804510877,0.2706518564,6,13,2,s1_m06_n13_cap2,32.228889,0.0,36,1,round unit-hypercube coordinate to nearest configured discrete level
324,sobol,0.8506312314,0.0979974074,0.7053015912,6,12,2,s1_m06_n12_cap2,39.388222,1.388222,51,1,round unit-hypercube coordinate to nearest configured discrete level
325,sobol,0.8506312314,0.1804510877,0.7053015912,6,13,2,s1_m06_n13_cap2,32.228889,0.0,36,1,round unit-hypercube coordinate to nearest configured discrete level
326,sobol,0.4017195133,0.0979974074,0.7053015912,4,12,2,s1_m04_n12_cap2,61.840111,59.780665,3,1,round unit-hypercube coordinate to nearest configured discrete level
327,sobol,0.4017195133,0.1804510877,0.2706518564,4,13,2,s1_m04_n13_cap2,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
328,sobol,0.4017195133,0.1804510877,0.7053015912,4,13,2,s1_m04_n13_cap2,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
329,sobol,0.2228803588,0.6091457475,0.8693607114,4,14,3,s1_m04_n14_cap3,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
330,sobol,0.8393004062,0.6091457475,0.8693607114,6,14,3,s1_m06_n14_cap3,54.189223,11.29589,52,1,round unit-hypercube coordinate to nearest configured discrete level
331,sobol,0.2228803588,0.5566620221,0.8693607114,4,14,3,s1_m04_n14_cap3,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
332,sobol,0.2228803588,0.6091457475,0.112223424,4,14,1,s1_m04_n14_cap1,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
333,sobol,0.2228803588,0.5566620221,0.112223424,4,14,1,s1_m04_n14_cap1,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
334,sobol,0.8393004062,0.6091457475,0.112223424,6,14,1,s1_m06_n14_cap1,54.189223,11.29589,59,1,round unit-hypercube coordinate to nearest configured discrete level
335,sobol,0.8393004062,0.5566620221,0.8693607114,6,14,3,s1_m06_n14_cap3,54.189223,11.29589,52,1,round unit-hypercube coordinate to nearest configured discrete level
336,sobol,0.8393004062,0.5566620221,0.112223424,6,14,1,s1_m06_n14_cap1,54.189223,11.29589,59,1,round unit-hypercube coordinate to nearest configured discrete level
337,sobol,0.2518051369,0.3115464877,0.1619743295,4,13,1,s1_m04_n13_cap1,69.222324,51.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
338,sobol,0.1702670008,0.3115464877,0.1619743295,4,13,1,s1_m04_n13_cap1,69.222324,51.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
339,sobol,0.2518051369,0.8146448787,0.1619743295,4,14,1,s1_m04_n14_cap1,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
340,sobol,0.2518051369,0.3115464877,0.2561636474,4,13,2,s1_m04_n13_cap2,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
341,sobol,0.2518051369,0.8146448787,0.2561636474,4,14,2,s1_m04_n14_cap2,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
342,sobol,0.1702670008,0.3115464877,0.2561636474,4,13,2,s1_m04_n13_cap2,66.340111,43.319709,0,1,round unit-hypercube coordinate to nearest configured discrete level
343,sobol,0.1702670008,0.8146448787,0.1619743295,4,14,1,s1_m04_n14_cap1,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
344,sobol,0.1702670008,0.8146448787,0.2561636474,4,14,2,s1_m04_n14_cap2,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
345,sobol,0.6278393958,0.8013783013,0.6980015356,5,14,2,s1_m05_n14_cap2,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
346,sobol,0.6078785341,0.8013783013,0.6980015356,5,14,2,s1_m05_n14_cap2,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
347,sobol,0.6278393958,0.4384763846,0.6980015356,5,13,2,s1_m05_n13_cap2,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
348,sobol,0.6278393958,0.8013783013,0.9127193308,5,14,3,s1_m05_n14_cap3,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
349,sobol,0.6278393958,0.4384763846,0.9127193308,5,13,3,s1_m05_n13_cap3,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
350,sobol,0.6078785341,0.8013783013,0.9127193308,5,14,3,s1_m05_n14_cap3,66.245,45.246556,30,1,round unit-hypercube coordinate to nearest configured discrete level
351,sobol,0.6078785341,0.4384763846,0.6980015356,5,13,2,s1_m05_n13_cap2,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
352,sobol,0.6078785341,0.4384763846,0.9127193308,5,13,3,s1_m05_n13_cap3,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
353,sobol,0.547357358,0.4233823642,0.9296925692,5,13,3,s1_m05_n13_cap3,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
354,sobol,0.646975399,0.4233823642,0.9296925692,5,13,3,s1_m05_n13_cap3,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
355,sobol,0.547357358,0.2715268852,0.9296925692,5,13,3,s1_m05_n13_cap3,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
356,sobol,0.547357358,0.4233823642,0.5097405547,5,13,2,s1_m05_n13_cap2,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
357,sobol,0.547357358,0.2715268852,0.5097405547,5,13,2,s1_m05_n13_cap2,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
358,sobol,0.646975399,0.4233823642,0.5097405547,5,13,2,s1_m05_n13_cap2,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
359,sobol,0.646975399,0.2715268852,0.9296925692,5,13,3,s1_m05_n13_cap3,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
360,sobol,0.646975399,0.2715268852,0.5097405547,5,13,2,s1_m05_n13_cap2,57.193778,5.193778,9,1,round unit-hypercube coordinate to nearest configured discrete level
361,sobol,0.4251063252,0.9317080388,0.4600721495,4,15,2,s1_m04_n15_cap2,68.875433,36.427014,0,1,round unit-hypercube coordinate to nearest configured discrete level
362,sobol,0.0846460601,0.9317080388,0.4600721495,3,15,2,s1_m03_n15_cap2,92.438395,156.222022,2,1,round unit-hypercube coordinate to nearest configured discrete level
363,sobol,0.4251063252,0.8952887747,0.4600721495,4,15,2,s1_m04_n15_cap2,68.875433,36.427014,0,1,round unit-hypercube coordinate to nearest configured discrete level
364,sobol,0.4251063252,0.9317080388,0.1651965901,4,15,1,s1_m04_n15_cap1,60.342889,13.226889,14,1,round unit-hypercube coordinate to nearest configured discrete level
365,sobol,0.4251063252,0.8952887747,0.1651965901,4,15,1,s1_m04_n15_cap1,60.342889,13.226889,14,1,round unit-hypercube coordinate to nearest configured discrete level
366,sobol,0.0846460601,0.9317080388,0.1651965901,3,15,1,s1_m03_n15_cap1,89.370555,172.085503,0,1,round unit-hypercube coordinate to nearest configured discrete level
367,sobol,0.0846460601,0.8952887747,0.4600721495,3,15,2,s1_m03_n15_cap2,92.438395,156.222022,2,1,round unit-hypercube coordinate to nearest configured discrete level
368,sobol,0.0846460601,0.8952887747,0.1651965901,3,15,1,s1_m03_n15_cap1,89.370555,172.085503,0,1,round unit-hypercube coordinate to nearest configured discrete level
369,sobol,0.0846427912,0.2293253215,0.5087587805,3,13,2,s1_m03_n13_cap2,87.619889,99.094111,0,1,round unit-hypercube coordinate to nearest configured discrete level
370,sobol,0.9096931983,0.2293253215,0.5087587805,6,13,2,s1_m06_n13_cap2,32.228889,0.0,36,1,round unit-hypercube coordinate to nearest configured discrete level
371,sobol,0.0846427912,0.7313892124,0.5087587805,3,14,2,s1_m03_n14_cap2,87.348517,117.706565,0,1,round unit-hypercube coordinate to nearest configured discrete level
372,sobol,0.0846427912,0.2293253215,0.46635524,3,13,2,s1_m03_n13_cap2,87.619889,99.094111,0,1,round unit-hypercube coordinate to nearest configured discrete level
373,sobol,0.0846427912,0.7313892124,0.46635524,3,14,2,s1_m03_n14_cap2,87.348517,117.706565,0,1,round unit-hypercube coordinate to nearest configured discrete level
374,sobol,0.9096931983,0.2293253215,0.46635524,6,13,2,s1_m06_n13_cap2,32.228889,0.0,36,1,round unit-hypercube coordinate to nearest configured discrete level
375,sobol,0.9096931983,0.7313892124,0.5087587805,6,14,2,s1_m06_n14_cap2,54.189223,11.29589,52,1,round unit-hypercube coordinate to nearest configured discrete level
376,sobol,0.9096931983,0.7313892124,0.46635524,6,14,2,s1_m06_n14_cap2,54.189223,11.29589,52,1,round unit-hypercube coordinate to nearest configured discrete level
377,sobol,0.9586104378,0.7200270928,0.1014575465,6,14,1,s1_m06_n14_cap1,54.189223,11.29589,59,1,round unit-hypercube coordinate to nearest configured discrete level
378,sobol,0.3473332189,0.7200270928,0.1014575465,4,14,1,s1_m04_n14_cap1,69.019,33.316555,6,1,round unit-hypercube coordinate to nearest configured discrete level
379,sobol,0.9586104378,0.1076545008,0.1014575465,6,12,1,s1_m06_n12_cap1,39.388222,1.388222,53,1,round unit-hypercube coordinate to nearest configured discrete level
380,sobol,0.9586104378,0.7200270928,0.8724216884,6,14,3,s1_m06_n14_cap3,54.189223,11.29589,52,1,round unit-hypercube coordinate to nearest configured discrete level
381,sobol,0.9586104378,0.1076545008,0.8724216884,6,12,3,s1_m06_n12_cap3,39.388222,1.388222,51,1,round unit-hypercube coordinate to nearest configured discrete level
