run_id,seed,n,method,p1_algorithm,amr_count,H,Cmax,total_delay,late_count,priority_late_count,missing_path_count,missing_transition_count,missing_loaded_path_count,energy_violation_count,solve_time,feasible,capacity_satisfied,F2,F3,case_tasks_csv,case_amrs_csv,case_output_dir,solver_info,source
stage3_m2_s2_n08,2,8,m2,mixed,4,55.0,26.887778,0.0,0,0.0,0,0,0,0,36.094,1,1,134.438889,213.097911,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_08/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_08/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_08,"{""level_values"": {""missing"": 0, ""f1_priority_late"": 0.0, ""f1_late"": 0.0, ""f2"": 134.43889, ""f3"": 157.0868}, ""level_status"": {""missing"": ""skipped_at_lower_bound"", ""f1_priority_late"": ""skipped_at_lower_bound"", ""f1_late"": ""skipped_at_lower_bound"", ""f2"": ""Solution Found"", ""f3"": ""Optimal Solution Found""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""milp"", ""solve_seconds"": 36.094}",p5_stage3_self_run
stage3_m2_s2_n09,2,9,m2,mixed,4,55.0,29.959778,0.0,0,0.0,0,0,0,0,53.056,1,1,149.798889,213.600422,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_09/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_09/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_09,"{""level_values"": {""missing"": 0, ""f1_priority_late"": 0.0, ""f1_late"": 0.0, ""f2"": 151.97222, ""f3"": 184.9482}, ""level_status"": {""missing"": ""skipped_at_lower_bound"", ""f1_priority_late"": ""skipped_at_lower_bound"", ""f1_late"": ""skipped_at_lower_bound"", ""f2"": ""Solution Found"", ""f3"": ""Optimal Solution Found""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""milp"", ""solve_seconds"": 53.055}",p5_stage3_self_run
stage3_m2_s2_n10,2,10,m2,mixed,4,55.0,36.768667,0.0,0,0.0,0,0,0,0,59.196,1,1,183.843333,251.502941,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_10/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_10/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_10,"{""level_values"": {""missing"": 0, ""f1_priority_late"": 0.0, ""f1_late"": 0.0, ""f2"": 183.843335, ""f3"": 225.55547}, ""level_status"": {""missing"": ""skipped_at_lower_bound"", ""f1_priority_late"": ""skipped_at_lower_bound"", ""f1_late"": ""skipped_at_lower_bound"", ""f2"": ""Solution Found"", ""f3"": ""Solution Found""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""milp"", ""solve_seconds"": 59.196}",p5_stage3_self_run
stage3_m2_s2_n11,2,11,m2,mixed,4,55.0,40.840111,0.0,0,0.0,0,0,0,0,58.863,1,1,204.200556,273.676704,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_11/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_11/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_11,"{""level_values"": {""missing"": 0, ""f1_priority_late"": 0.0, ""f1_late"": 0.0, ""f2"": 204.200555, ""f3"": 258.457}, ""level_status"": {""missing"": ""skipped_at_lower_bound"", ""f1_priority_late"": ""skipped_at_lower_bound"", ""f1_late"": ""skipped_at_lower_bound"", ""f2"": ""Solution Found"", ""f3"": ""Solution Found""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""warm_start_fallback"", ""solve_seconds"": 58.863}",p5_stage3_self_run
stage3_m2_s2_n12,2,12,m2,mixed,4,55.0,40.840111,0.0,0,0.0,0,0,0,0,58.823,1,1,204.200556,280.812214,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_12/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_12/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_12,"{""level_values"": {""missing"": 0, ""f1_priority_late"": 0.0, ""f1_late"": 0.0, ""f2"": 204.200555, ""f3"": 258.3808}, ""level_status"": {""missing"": ""skipped_at_lower_bound"", ""f1_priority_late"": ""skipped_at_lower_bound"", ""f1_late"": ""skipped_at_lower_bound"", ""f2"": ""Solution Found"", ""f3"": ""Solution Found""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""milp"", ""solve_seconds"": 58.822}",p5_stage3_self_run
stage3_m2_s2_n13,2,13,m2,mixed,4,55.0,44.92716,0.0,0,0.0,0,0,0,0,58.551,1,1,224.635802,316.09176,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_13/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_13/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_13,"{""level_values"": {""missing"": 0, ""f1_priority_late"": 0.0, ""f1_late"": 0.0, ""f2"": 224.6358, ""f3"": 302.7106}, ""level_status"": {""missing"": ""skipped_at_lower_bound"", ""f1_priority_late"": ""skipped_at_lower_bound"", ""f1_late"": ""skipped_at_lower_bound"", ""f2"": ""Solution Found"", ""f3"": ""Solution Found""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""warm_start_fallback"", ""solve_seconds"": 58.55}",p5_stage3_self_run
stage3_m2_s2_n14,2,14,m2,mixed,4,55.0,50.464815,0.0,0,0.0,0,0,0,0,58.234,1,1,252.324074,352.905593,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_14/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_14/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_14,"{""level_values"": {""missing"": 0, ""f1_priority_late"": 0.0, ""f1_late"": 0.0, ""f2"": 252.324075, ""f3"": 344.47515}, ""level_status"": {""missing"": ""skipped_at_lower_bound"", ""f1_priority_late"": ""skipped_at_lower_bound"", ""f1_late"": ""skipped_at_lower_bound"", ""f2"": ""Solution Found"", ""f3"": ""Solution Found""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""warm_start_fallback"", ""solve_seconds"": 58.233}",p5_stage3_self_run
stage3_m2_s2_n15,2,15,m2,mixed,4,55.0,51.536889,0.0,0,0.0,0,0,0,0,58.271,1,1,257.684444,371.018274,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_15/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_15/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_15,"{""level_values"": {""missing"": 0, ""f1_priority_late"": 0.0, ""f1_late"": 0.0, ""f2"": 257.684445, ""f3"": 366.23309}, ""level_status"": {""missing"": ""skipped_at_lower_bound"", ""f1_priority_late"": ""skipped_at_lower_bound"", ""f1_late"": ""skipped_at_lower_bound"", ""f2"": ""Solution Found"", ""f3"": ""Solution Found""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""milp"", ""solve_seconds"": 58.27}",p5_stage3_self_run
stage3_m2_s2_n16,2,16,m2,mixed,4,55.0,55.51202,0.0,0,0.0,0,0,0,0,58.244,1,0,277.560101,406.978224,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_16/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_16/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_16,"{""level_values"": {""missing"": 0, ""f1_priority_late"": 0.0, ""f1_late"": 0.0, ""f2"": 277.5601, ""f3"": 404.376}, ""level_status"": {""missing"": ""skipped_at_lower_bound"", ""f1_priority_late"": ""skipped_at_lower_bound"", ""f1_late"": ""skipped_at_lower_bound"", ""f2"": ""Solution Found"", ""f3"": ""Solution Found""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""milp"", ""solve_seconds"": 58.244}",p5_stage3_self_run
stage3_m2_s2_n17,2,17,m2,mixed,4,55.0,66.682111,21.487667,2,2.0,0,0,0,0,114.514,1,0,1407.793889,527.116822,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_17/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_17/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_17,"{""level_values"": {""missing"": 0, ""f1_priority_late"": 2.0, ""f1_late"": 2.0, ""f2"": 1407.793885, ""f3"": 519.00571}, ""level_status"": {""missing"": ""skipped_at_lower_bound"", ""f1_priority_late"": ""Solution Found"", ""f1_late"": ""Solution Found"", ""f2"": ""Solution Found"", ""f3"": ""Solution Found""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""milp"", ""solve_seconds"": 114.513}",p5_stage3_self_run
stage3_m2_s2_n18,2,18,m2,mixed,4,55.0,66.421222,23.30496,2,2.0,0,0,0,0,113.582,1,0,1497.354091,543.3972,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_18/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_18/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_18,"{""level_values"": {""missing"": 0, ""f1_priority_late"": 2.0, ""f1_late"": 2.0, ""f2"": 1497.35406, ""f3"": 539.51942}, ""level_status"": {""missing"": ""skipped_at_lower_bound"", ""f1_priority_late"": ""Solution Found"", ""f1_late"": ""Solution Found"", ""f2"": ""Solution Found"", ""f3"": ""Solution Found""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""milp"", ""solve_seconds"": 113.581}",p5_stage3_self_run
stage3_m2_s2_n19,2,19,m2,mixed,4,55.0,66.143838,30.152517,3,4.0,0,0,0,0,112.77,1,0,2082.948765,513.738828,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_19/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_19/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_19,"{""level_values"": {""missing"": 0, ""f1_priority_late"": 4.0, ""f1_late"": 3.0, ""f2"": 2082.948734, ""f3"": 497.33438}, ""level_status"": {""missing"": ""skipped_at_lower_bound"", ""f1_priority_late"": ""Solution Found"", ""f1_late"": ""Solution Found"", ""f2"": ""Solution Found"", ""f3"": ""Solution Found""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""milp"", ""solve_seconds"": 112.769}",p5_stage3_self_run
stage3_m2_s2_n20,2,20,m2,mixed,4,55.0,72.735333,38.074121,2,2.0,0,0,0,0,110.583,1,0,2267.382727,624.138074,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_20/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_20/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_20,"{""level_values"": {""missing"": 0, ""f1_priority_late"": 2.0, ""f1_late"": 2.0, ""f2"": 2267.382715, ""f3"": 620.69733}, ""level_status"": {""missing"": ""skipped_at_lower_bound"", ""f1_priority_late"": ""Solution Found"", ""f1_late"": ""Solution Found"", ""f2"": ""Solution Found"", ""f3"": ""Solution Found""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""milp"", ""solve_seconds"": 110.582}",p5_stage3_self_run
stage3_m2_s2_n21,2,21,m2,mixed,4,55.0,73.946111,83.460605,4,4.0,0,0,0,0,112.175,1,0,4542.760802,593.067416,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_21/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_21/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_21,"{""level_values"": {""missing"": 0, ""f1_priority_late"": 4.0, ""f1_late"": 4.0, ""f2"": 4542.760795, ""f3"": 586.71691}, ""level_status"": {""missing"": ""skipped_at_lower_bound"", ""f1_priority_late"": ""Solution Found"", ""f1_late"": ""Solution Found"", ""f2"": ""Solution Found"", ""f3"": ""Solution Found""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""milp"", ""solve_seconds"": 112.174}",p5_stage3_self_run
stage3_m2_s2_n22,2,22,m2,mixed,4,55.0,82.188333,90.678988,4,5.0,0,0,0,0,112.41,1,0,5506.220679,701.746838,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_22/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_22/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_22,"{""level_values"": {""missing"": 0, ""f1_priority_late"": 5.0, ""f1_late"": 4.0, ""f2"": 5506.220655, ""f3"": 695.39633}, ""level_status"": {""missing"": ""skipped_at_lower_bound"", ""f1_priority_late"": ""Solution Found"", ""f1_late"": ""Solution Found"", ""f2"": ""Solution Found"", ""f3"": ""Solution Found""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""milp"", ""solve_seconds"": 112.408}",p5_stage3_self_run
stage3_m2_s2_n23,2,23,m2,mixed,4,55.0,90.696296,117.682914,5,5.0,0,0,0,0,112.169,1,0,6337.62716,781.175066,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_23/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_23/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_23,"{""level_values"": {""missing"": 0, ""f1_priority_late"": 5.0, ""f1_late"": 5.0, ""f2"": 6337.62716, ""f3"": 775.21436}, ""level_status"": {""missing"": ""skipped_at_lower_bound"", ""f1_priority_late"": ""Solution Found"", ""f1_late"": ""Solution Found"", ""f2"": ""Solution Found"", ""f3"": ""Solution Found""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""warm_start_fallback"", ""solve_seconds"": 112.168}",p5_stage3_self_run
stage3_m2_s2_n24,2,24,m2,mixed,4,55.0,96.915062,173.467253,6,7.0,0,0,0,0,112.172,1,0,9792.595511,828.441292,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_24/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_24/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_24,"{""level_values"": {""missing"": 0, ""f1_priority_late"": 7.0, ""f1_late"": 6.0, ""f2"": 9792.59555, ""f3"": 828.44128}, ""level_status"": {""missing"": ""skipped_at_lower_bound"", ""f1_priority_late"": ""Solution Found"", ""f1_late"": ""Solution Found"", ""f2"": ""Solution Found"", ""f3"": ""Solution Found""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""milp"", ""solve_seconds"": 112.17}",p5_stage3_self_run
stage3_m2_s2_n25,2,25,m2,mixed,4,55.0,103.482593,193.426223,6,7.0,0,0,0,1,29.226,0,0,10990.100797,887.85737,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_25/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_25/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_25,"{""level_values"": {}, ""level_status"": {""missing"": ""no_solution(No Solution Found)""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""warm_start_fallback"", ""solve_seconds"": 29.224}",p5_stage3_self_run
stage3_m2_s2_n26,2,26,m2,mixed,4,55.0,113.444333,330.515013,10,14.0,0,0,0,1,30.469,0,0,19556.287189,949.119178,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_26/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_26/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_26,"{""level_values"": {}, ""level_status"": {""missing"": ""no_solution(No Solution Found)""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""warm_start_fallback"", ""solve_seconds"": 30.467}",p5_stage3_self_run
stage3_m2_s2_n27,2,27,m2,mixed,4,55.0,106.800494,228.352389,7,9.0,0,0,0,2,29.987,0,0,13983.975477,890.011308,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_27/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_27/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_27,"{""level_values"": {}, ""level_status"": {""missing"": ""no_solution(No Solution Found)""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""warm_start_fallback"", ""solve_seconds"": 29.985}",p5_stage3_self_run
stage3_m2_s2_n28,2,28,m2,mixed,4,55.0,103.947556,302.977395,9,11.0,0,0,0,4,30.761,0,0,17022.609046,783.216978,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_28/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_28/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_28,"{""level_values"": {}, ""level_status"": {""missing"": ""no_solution(No Solution Found)""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""warm_start_fallback"", ""solve_seconds"": 30.758}",p5_stage3_self_run
stage3_m2_s2_n29,2,29,m2,mixed,4,55.0,106.926263,299.891407,9,13.0,0,0,0,4,29.987,0,0,19224.395926,795.551861,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_29/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_29/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_29,"{""level_values"": {}, ""level_status"": {""missing"": ""no_solution(No Solution Found)""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""warm_start_fallback"", ""solve_seconds"": 29.984}",p5_stage3_self_run
stage3_m2_s2_n30,2,30,m2,mixed,4,55.0,114.868778,339.53371,10,13.0,0,0,0,5,30.889,0,0,20543.539411,917.206812,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_30/tasks.csv,data/processed/p5/stage3_task_capacity/stage3_inputs/seed_2/n_30/amrs.csv,data/processed/p5/stage3_task_capacity/stage3_p2_outputs/m2_seed_2_n_30,"{""level_values"": {}, ""level_status"": {""missing"": ""no_solution(No Solution Found)""}, ""level_order"": [""missing"", ""f1_priority_late"", ""f1_late"", ""f2"", ""f3""], ""solution_source"": ""warm_start_fallback"", ""solve_seconds"": 30.887}",p5_stage3_self_run
